_needs_review,_review_reason,Case ORI,Case Number,Case Reported Date And Time,Case Occurred Incident Type,Case Address,Case Address Zip,Case Address Latitude,Case Address Longitude
,,PA0350400,2022-00000193,01/03/2022 05:55:20,Death Investigation,113 N. FRANCIS CABRINI AVE,18504,,
,,PA0350400,2022-00000204,01/03/2022 09:14:05,Nuisance Complaint,1820 CLEARVIEW ST,18508,41.4369435121408,-75.6714461084895
,,PA0350400,2022-00000208,01/03/2022 10:04:44,Investigation,437 RAILROAD AVE,18505,41.4036058286169,-75.6761716660342
,,PA0350400,2022-00000209,01/03/2022 10:32:04,Domestic,234 S EDWARDS CT,18504,41.4099564393533,-75.682097406742
,,PA0350400,2022-00000212,01/03/2022 11:06:06,Investigation,617 CEDAR AVE,18505,41.4001447025127,-75.6670370881312
,,PA0350400,2022-00000219,01/03/2022 12:21:21,Suspicious Event,1416 PENN AVE,18509,41.4245943713744,-75.6498082259721
,,PA0350400,2022-00000221,01/03/2022 12:43:57,Harassment,100 SUMMIT POINTE DR,18508,41.460222337,-75.657929841
,,PA0350400,2022-00000223,01/03/2022 13:27:01,Landlord/Tenant Dispute,1623 JACKSON ST,18504,41.415243053077,-75.6859436722507
,,PA0350400,2022-00000224,01/03/2022 13:26:33,Welfare Check,1018 STAFFORD AVE,18505,41.3900465691315,-75.6601933874428
,,PA0350400,2022-00000226,01/03/2022 13:40:54,Retail Theft,400 LACKAWANNA AVE,18503,41.407489603,-75.666280785
,,PA0350400,2022-00000227,01/03/2022 13:10:38,Dog Complaint,843 MOOSIC ST,18505,41.3992213220324,-75.6537060045291
,,PA0350400,2022-00000230,01/03/2022 15:06:22,Dog Complaint,1346 CAPOUSE AVE,18509,41.4239617044845,-75.6521033501065
,,PA0350400,2022-00000231,01/03/2022 14:44:41,Investigation,3201 ROCKWELL AVE,18508,41.452079322,-75.651699853
,,PA0350400,2022-00000242,01/03/2022 17:59:53,Domestic,1014 BENNETT AVE,18508,41.4493745698584,-75.6679537280764
,,PA0350400,2022-00000245,01/03/2022 18:25:53,PFA,122 THROOP ST,18508,41.4424742256447,-75.6455735579295
,,PA0350400,2022-00000247,01/03/2022 18:53:25,Child Custody Dispute,902 SANDERSON AVE,18509,41.4194089583782,-75.6590451673974
,,PA0350400,2022-00000259,01/04/2022 01:29:58,Tresspassing,1608 CEDAR AVE,18505,41.391797554,-75.676394215
,,PA0350400,2022-00000263,01/04/2022 03:25:27,Assault,1000 MONTAGE MT RD,18507,41.348023409,-75.66922781
,,PA0350400,2022-00000268,01/04/2022 05:56:11,Criminal Mischief,902 SANDERSON AVE,18509,41.4194089583782,-75.6590451673974
,,PA0350400,2022-00000269,01/04/2022 06:36:14,Warrant Service,208 WILLOW ST,18509,41.4180559612243,-75.6267121730398
,,PA0350400,2022-00000271,01/04/2022 07:55:41,Assault,1520 N KEYSER AVE,18504,41.441058195,-75.677157069
,,PA0350400,2022-00000274,01/04/2022 08:22:12,Overdose,2 MOREL ST,18509,41.4371211195785,-75.640487643728
,,PA0350400,2022-00000282,01/04/2022 09:28:15,Structure Fire,110 MARION ST,18509,41.4307586574316,-75.659835285184
,,PA0350400,2022-00000290,01/04/2022 10:22:53,Theft,1013 WOOD ST,18508,41.431393662,-75.662964899
,,PA0350400,2022-00000293,01/04/2022 11:05:12,CIT,521 PITTSTON AVE,18505,41.3998438312676,-75.6643649715876
,,PA0350400,2022-00000294,01/04/2022 11:08:40,Investigation,1310 N WASHINGTON AVE,18509,41.4210723493149,-75.6490193910737
,,PA0350400,2022-00000299,01/04/2022 12:05:14,Investigation,700 LACKAWANNA AVE,18503,41.4056381351465,-75.6625455571267
,,PA0350400,2022-00000300,01/04/2022 12:06:15,Warrant Service,610 S WASHINGTON AVE,18505,41.402128809,-75.670166453
,,PA0350400,2022-00000301,01/04/2022 12:17:47,Dog Complaint,843 MOOSIC ST,18505,41.3992213220324,-75.6537060045291
,,PA0350400,2022-00000302,01/04/2022 12:15:17,Threat,2232 PITTSTON AVE,18505,41.385385945,-75.680604119
,,PA0350400,2022-00000304,01/04/2022 12:49:59,Emotionally Disturbed Person,1028 MEADE AVE,18508,41.424440975507,-75.6637617365816
,,PA0350400,2022-00000305,01/04/2022 12:57:53,Theft,63 MIKE MUNCHAK WAY,18503,41.418366958,-75.668264592
,,PA0350400,2022-00000306,01/04/2022 12:59:02,Escape,1706 PROSPECT AVE,18505,41.3887472995027,-75.6737575185738
,,PA0350400,2022-00000307,01/04/2022 13:29:23,Structure Fire,214 FERDINAND ST,18508,41.4357797957216,-75.6619570525607
,,PA0350400,2022-00000312,01/04/2022 13:46:43,Forgery,860 N KEYSER AVE,18504,41.431828994,-75.689073259
,,PA0350400,2022-00000316,01/04/2022 14:13:25,Tresspassing,100 MULBERRY ST,18510,41.413341874,-75.665967398
,,PA0350400,2022-00000318,01/04/2022 15:19:30,Shots Fired/Shooting,890 PROVIDENCE RD,18508,41.421351999,-75.665209641
,,PA0350400,2022-00000326,01/04/2022 15:57:11,Fraud,326 S IRVING AVE,18505,41.3981340820256,-75.6572914755616
,,PA0350400,2022-00000327,01/04/2022 16:06:35,Sex Offense,511 JADWIN ST,18509,41.4359717779416,-75.6492106668536
,,PA0350400,2022-00000328,01/04/2022 16:36:43,Investigation,614 N REBECCA AVE,18504,41.4210513854867,-75.6804893891804
,,PA0350400,2022-00000330,01/04/2022 01:11:00,Sex Offense,307 NEW ST,18509,41.4172534646717,-75.6577286336771
,,PA0350400,2022-00000334,01/04/2022 17:39:54,Missing Person,208 N BROMLEY AVE,18504,41.414626103217,-75.6810331521399
,,PA0350400,2022-00000347,01/04/2022 20:36:48,Harassment,507 MOUNTAIN VIEW WAY,18508,41.4552757157611,-75.6800096726068
,,PA0350400,2022-00000348,01/04/2022 21:03:51,Assault,232 ASPEN DR,18505,41.3808154356382,-75.6966329163137
,,PA0350400,2022-00000356,01/05/2022 00:33:51,Warrant Service,750 PROVIDENCE RD,18508,41.418534014,-75.665361585
,,PA0350400,2022-00000357,01/05/2022 00:55:06,Domestic,616 MOOSIC ST,18505,41.4019059650549,-75.658073779123
,,PA0350400,2022-00000358,01/05/2022 01:11:18,Emotionally Disturbed Person,331 S IRVING AVE,18505,41.3980705489758,-75.6572690843639
,,PA0350400,2022-00000367,01/05/2022 08:40:25,Domestic,1102 ORAM ST,18504,41.4217899325675,-75.6733565728272
,,PA0350400,2022-00000368,01/05/2022 08:56:49,Domestic,546 MARY ST,18508,41.4474720577759,-75.6587683706382
,,PA0350400,2022-00000371,01/05/2022 09:21:34,Investigation,440 VIEWMONT MALL,18508,41.457994563,-75.657046326
,,PA0350400,2022-00000374,01/05/2022 09:38:55,Drug,1822 MULBERRY ST,18510,41.400731171,-75.64595571
,,PA0350400,2022-00000380,01/05/2022 10:10:30,Investigation,1025 SNYDER AVE,18504,41.4010651591799,-75.685553195823
,,PA0350400,2022-00000385,01/05/2022 11:25:48,Investigation,1906 JACKSON ST,18504,41.416931822388,-75.6892956140322
,,PA0350400,2022-00000386,01/05/2022 11:30:32,Fight,750 PROVIDENCE RD,18508,41.418534014,-75.665361585
,,PA0350400,2022-00000387,01/05/2022 11:32:00,Theft,1817 PITTSTON AVE,18505,41.388863738,-75.67651347
,,PA0350400,2022-00000390,01/05/2022 11:44:23,Tresspassing,415 S MAIN AVE,18504,41.4079625743154,-75.6843926163267
,,PA0350400,2022-00000391,01/05/2022 11:48:03,Domestic,512 BROADWAY ST,18505,41.4056125106098,-75.6752013841333
,,PA0350400,2022-00000392,01/05/2022 11:53:14,Warrant Service,7 PLUM PL,18509,41.4231407910116,-75.6548517038194
,,PA0350400,2022-00000393,01/05/2022 12:06:44,Fight,355 MAPLE ST,18505,41.397201863,-75.670849171
,,PA0350400,2022-00000394,01/05/2022 12:15:31,Investigation,1708 WAYNE AVE,18508,41.4376132944083,-75.6632023687811
,,PA0350400,2022-00000395,01/05/2022 12:13:43,Welfare Check,616 BIRCH ST,18505,41.3960442406463,-75.6646706597746
,,PA0350400,2022-00000398,01/05/2022 12:43:43,Domestic,1425 SANDERSON AVE,18509,41.4264602664723,-75.6538033152211
,,PA0350400,2022-00000403,01/05/2022 13:22:37,PFA,3511 PENNYPACKER AVE,18519,41.4508760820389,-75.6388936189788
,,PA0350400,2022-00000409,01/05/2022 14:53:25,Theft,63 MIKE MUNCHAK WAY,18503,41.418366958,-75.668264592
,,PA0350400,2022-00000411,01/05/2022 15:05:27,Retail Theft,750 VIEWMONT MALL,18508,41.458221817,-75.654813828
,,PA0350400,2022-00000414,01/05/2022 15:09:48,Retail Theft,959 VIEWMONT DR,18519,41.456918866,-75.651024834
,,PA0350400,2022-00000418,01/05/2022 15:34:51,Weapon,1015 S WASHINGTON AVE,18505,41.398734925,-75.673893587
,,PA0350400,2022-00000421,01/05/2022 15:35:16,Burglary,121 FERDINAND ST,18508,41.4352073524887,-75.6609166518144
,,PA0350400,2022-00000424,01/05/2022 16:12:39,Harassment,113 GARWOOD DR,18505,41.3769834304353,-75.6785729290675
,,PA0350400,2022-00000432,01/05/2022 18:06:52,Fraud,7 FRANK WAY,18504,41.4215335553232,-75.7039532782114
,,PA0350400,2022-00000437,01/05/2022 19:44:27,BLS Priority Incident,N LINCOLN AVE / SWETLAND ST,18504,41.4188320153642,-75.6808999792602
,,PA0350400,2022-00000445,01/05/2022 23:22:57,Domestic,1000 S WEBSTER AVE,18505,41.3935256014501,-75.6653399199706
,,PA0350400,2022-00000447,01/06/2022 00:04:39,Tresspassing,312 MAPLE ST,18505,41.3978078757995,-75.6719587934292
,,PA0350400,2022-00000453,01/06/2022 02:43:11,Tresspassing,1004 N MAIN AVE,18508,41.4260915492789,-75.6696735458511
,,PA0350400,2022-00000454,01/06/2022 03:15:22,Theft,1101 MOOSIC ST,18505,41.396762938,-75.649722218
,,PA0350400,2022-00000461,01/06/2022 06:41:25,Child Custody Dispute,972 JOHLER AVE,18508,41.4240397922874,-75.6667861885011
,,PA0350400,2022-00000464,01/06/2022 07:42:27,Emotionally Disturbed Person,1007 PRESCOTT AVE,18510,41.4110286732124,-75.6414186862522
,,PA0350400,2022-00000467,01/06/2022 12:18:34,Unauthorized Use of MV,537 N WASHINGTON AVE,18509,41.4119569457601,-75.659256284397
,,PA0350400,2022-00000472,01/06/2022 09:48:06,Structure Fire,999 PROVIDENCE RD,18508,41.425681197,-75.666533271
,,PA0350400,2022-00000477,01/06/2022 10:16:38,Assault,911 QUINCY AVE,18510,41.4127644578574,-75.6485545238929
,,PA0350400,2022-00000481,01/06/2022 11:00:22,Investigation,303 SMALLACOMBE DR,18504,41.4474212067906,-75.678252687619
,,PA0350400,2022-00000485,01/06/2022 11:23:08,Domestic,5 OAKWOOD PL,18510,41.4059167595374,-75.6461107836808
,,PA0350400,2022-00000490,01/06/2022 12:03:51,Investigation,136 SCHOOL ST,18508,41.4387641796148,-75.6564854702627
,,PA0350400,2022-00000496,01/06/2022 12:39:37,Investigation,800 NORTH SOUTH RD,18504,41.42834507,-75.688012244
,,PA0350400,2022-00000500,01/06/2022 13:31:55,Assault,717 ROSEN CT,18505,41.3989276092743,-75.6675049753416
,,PA0350400,2022-00000512,01/06/2022 16:28:43,Theft,1515 MYRTLE ST,18510,41.4088041694912,-75.6427030518981
,,PA0350400,2022-00000514,01/06/2022 17:23:13,CIT,819 ARCHBALD ST,18504,41.4014285038915,-75.6855760871486
,,PA0350400,2022-00000519,01/06/2022 18:27:14,Warrant Service,330 S MAIN AVE,18504,41.409194507,-75.683709316
,,PA0350400,2022-00000522,01/06/2022 18:53:04,Assault,2102 CAPOUSE AVE,18509,41.4337985875924,-75.6433219094733
,,PA0350400,2022-00000528,01/06/2022 20:24:59,CIT,2102 CAPOUSE AVE,18509,41.4337985875924,-75.6433219094733
,,PA0350400,2022-00000541,01/07/2022 00:48:28,Drug,500 MOUNT PLEASANT DR,18504,41.414833491,-75.671743784
,,PA0350400,2022-00000544,01/07/2022 01:11:31,Domestic,2325 BOULEVARD AVE,18509,41.4362731017659,-75.6421291439653
,,PA0350400,2022-00000547,01/07/2022 01:34:20,Welfare Check,1071 COTTAGE AVE,18508,41.4245351182219,-75.6613291877344
,,PA0350400,2022-00000551,01/07/2022 02:38:11,Weapon,500 MOUNT PLEASANT DR,18504,41.414833491,-75.671743784
,,PA0350400,2022-00000566,01/07/2022 08:57:39,Other,3511 PENNYPACKER AVE,18519,41.4508760820389,-75.6388936189788
,,PA0350400,2022-00000567,01/07/2022 09:23:37,Welfare Check,1530 SANDERSON AVE,18509,41.427943217,-75.652452524
,,PA0350400,2022-00000572,01/07/2022 10:34:07,Theft,63 MIKE MUNCHAK WAY,18503,41.418366958,-75.668264592
,,PA0350400,2022-00000574,01/07/2022 10:42:25,Weapon,30 LACKAWANNA AVE,18503,41.410322401,-75.670786573
,,PA0350400,2022-00000575,01/07/2022 11:00:22,Theft,499 MULBERRY ST,18503,41.410365053,-75.661076093
,,PA0350400,2022-00000578,01/07/2022 11:23:52,Theft,904 SANDERSON AVE,18509,41.4194280095014,-75.6590237453866
,,PA0350400,2022-00000580,01/07/2022 11:32:27,Welfare Check,311 WILLIAM ST,18508,41.4402392040427,-75.6578078880634
,,PA0350400,2022-00000583,01/07/2022 12:08:42,Emotionally Disturbed Person,809 ALDER ST,18505,41.3956139999248,-75.6593179772911
,,PA0350400,2022-00000586,01/07/2022 12:29:36,Theft,735 VIEWMONT MALL,18508,41.459231073,-75.655771611
,,PA0350400,2022-00000588,01/07/2022 13:00:43,Missing Person,434 FINN ST,18509,41.4403983448203,-75.6426435963322
,,PA0350400,2022-00000589,01/07/2022 13:05:03,Theft,345 WYOMING AVE,18503,41.410536193,-75.663202258
,,PA0350400,2022-00000591,01/07/2022 13:01:10,Emotionally Disturbed Person,700 QUINCY AVE,18510,41.410313779,-75.651177433
,,PA0350400,2022-00000592,01/07/2022 13:17:30,Assault,510 CROWN AVE,18505,41.3954719586502,-75.6572548128443
,,PA0350400,2022-00000596,01/07/2022 14:21:08,Welfare Check,1084 W MARKET ST,18508,41.4514588242828,-75.6652113705044
,,PA0350400,2022-00000605,01/07/2022 15:57:18,Investigation,634 MOOSIC ST,18505,41.4016239543602,-75.6576275813326
,,PA0350400,2022-00000622,01/07/2022 20:11:55,Overdose,423 PRESCOTT AVE,18510,41.4037736625346,-75.6491202170093
,,PA0350400,2022-00000628,01/07/2022 21:34:15,Intoxicated Person,700 LACKAWANNA AVE,18503,41.405623353,-75.66256503
,,PA0350400,2022-00000632,01/07/2022 22:50:35,Domestic,1944 WASHBURN ST,18504,41.4155894891895,-75.6918412515966
,,PA0350400,2022-00000635,01/08/2022 00:18:15,Theft,1109 HOWELL ST,18504,41.417410976054,-75.67589820145
,,PA0350400,2022-00000636,01/08/2022 00:24:41,DUI,8 S IRVING AVE,18505,41.4006166445989,-75.6545298582045
,,PA0350400,2022-00000641,01/08/2022 03:01:48,CIT,100 ADAMS AVE,18503,41.40594512,-75.663591152
,,PA0350400,2022-00000642,01/08/2022 03:33:11,Tow,THEODORE ST / RALPH AVE,18508,41.4369203320221,-75.666230800613
,,PA0350400,2022-00000643,01/08/2022 04:30:03,Assault,826 W MARKET ST,18508,41.4464265290539,-75.6649202863294
,,PA0350400,2022-00000644,01/08/2022 04:55:05,Domestic,838 HERBERT ST,18505,41.3791993447498,-75.6784547827455
,,PA0350400,2022-00000659,01/08/2022 10:37:50,Domestic,19 HERZ CT,18505,41.4018024566049,-75.6569752840067
,,PA0350400,2022-00000660,01/08/2022 11:37:39,Blackmail/Extortion,1440 HAWTHORNE ST,18504,41.4285999367635,-75.6723654172495
,,PA0350400,2022-00000668,01/08/2022 13:48:10,Harassment,1801 N WASHINGTON AVE,18509,41.429569933,-75.641974849
,,PA0350400,2022-00000671,01/08/2022 14:48:46,Bomb Threat/Incident,1190 GINO MERLI DR,18452,41.4912102905976,-75.5800560474847
,,PA0350400,2022-00000674,01/08/2022 15:23:34,ALS,2747 PRICE ST,18504,41.423691689659,-75.7005015350873
,,PA0350400,2022-00000675,01/08/2022 15:26:08,Assault,S EVERETT AVE / WASHBURN ST,18504,41.415011768282,-75.6907321078878
,,PA0350400,2022-00000676,01/08/2022 15:36:26,Overdose,N WASHINGTON AVE / MULBERRY ST,18503,41.4102985087418,-75.6610557666905
,,PA0350400,2022-00000678,01/08/2022 16:14:33,Drug,1610 NAY AUG AVE,18509,41.433433562,-75.659268695
,,PA0350400,2022-00000682,01/08/2022 16:39:48,Retail Theft,400 LACKAWANNA AVE,18503,41.407489603,-75.666280785
,,PA0350400,2022-00000695,01/08/2022 18:07:36,Harassment,341 SPRING ST,18508,41.441596133492,-75.6570106981217
,,PA0350400,2022-00000696,01/08/2022 18:21:04,Harassment,409 OLIVE ST,18509,41.4132920866064,-75.6593567460852
,,PA0350400,2022-00000703,01/08/2022 19:16:39,Investigation,2745 JACKSON ST,18504,41.4236693454142,-75.7031102159316
,,PA0350400,2022-00000705,01/08/2022 19:30:50,Domestic,163 S SUMNER AVE,18504,41.413369432152,-75.6840583299934
,,PA0350400,2022-00000724,01/09/2022 01:04:52,Domestic,524 N REBECCA AVE,18504,41.4197312831114,-75.6816239095639
,,PA0350400,2022-00000737,01/09/2022 09:16:24,Warrant Service,1247 DIAMOND AVE,18508,41.4289965424,-75.6628509458634
,,PA0350400,2022-00000743,01/09/2022 12:43:27,Domestic,163 S SUMNER AVE,18504,41.413369432152,-75.6840583299934
,,PA0350400,2022-00000748,01/09/2022 14:07:18,Warrant Service,627 ADAMS AVE,18509,41.411694538,-75.658009545
,,PA0350400,2022-00000750,01/09/2022 14:38:32,Domestic,709 DEACON ST,18509,41.4338173800867,-75.6472094089984
,,PA0350400,2022-00000753,01/09/2022 15:16:52,Retail Theft,1777 N KEYSER AVE,18508,41.445310407,-75.66821965
,,PA0350400,2022-00000759,01/09/2022 16:49:32,Threat,932 MADISON AVE,18510,41.414354324515,-75.6504495447208
,,PA0350400,2022-00000762,01/09/2022 17:13:19,Theft,306 FELLOWS ST,18505,41.4019805124445,-75.6754960448258
,,PA0350400,2022-00000763,01/09/2022 17:21:14,Domestic,943 S MAIN AVE,18504,41.402876030875,-75.6865563804869
,,PA0350400,2022-00000769,01/09/2022 19:07:44,Assault,746 JEFFERSON AVE,18510,41.412839125,-75.654001878
,,PA0350400,2022-00000771,01/09/2022 19:27:40,Domestic,920 S WASHINGTON AVE,18505,41.399590639,-75.673085554
,,PA0350400,2022-00000774,01/09/2022 19:53:14,PFA,163 S SUMNER AVE,18504,41.413369432152,-75.6840583299934
,,PA0350400,2022-00000776,01/09/2022 21:03:13,ALS,302 KNOLLTOP MANOR,18505,41.399681355995,-75.6196184883138
,,PA0350400,2022-00000777,01/09/2022 21:53:53,Criminal Mischief,420 ADAMS AVE,18510,41.409745196,-75.65931717
,,PA0350400,2022-00000779,01/09/2022 22:49:37,Domestic,104 DOGWOOD CIR,18504,41.4332398550498,-75.6960422608569
,,PA0350400,2022-00000798,01/10/2022 09:16:25,Welfare Check,216 4TH AVE,18505,41.4052953411389,-75.6735255937327
,,PA0350400,2022-00000799,01/10/2022 09:26:48,Investigation,123 WYOMING AVE,18503,41.407876348781,-75.6661347013273
,,PA0350400,2022-00000807,01/10/2022 10:14:45,ALS,156 CEDAR AVE,18505,41.404441129,-75.663950712
,,PA0350400,2022-00000809,01/10/2022 10:35:29,Investigation,515 BRECK ST,18505,41.3878011523706,-75.6765192466544
,,PA0350400,2022-00000816,01/10/2022 10:52:04,Stolen Vehicle,405 S 9TH AVE,18504,41.4069510559255,-75.6819499378906
,,PA0350400,2022-00000819,01/10/2022 10:52:37,PFA,535 LINDEN ST,18510,41.4086140193284,-75.6615277422832
,,PA0350400,2022-00000823,01/10/2022 11:47:45,Domestic,228 ADAMS AVE,18503,41.407449036,-75.661873935
,,PA0350400,2022-00000824,01/10/2022 11:01:57,Theft,350 E GIBSON ST,18509,41.416283743,-75.658190924
,,PA0350400,2022-00000827,01/10/2022 12:22:25,Investigation,730 MARION ST,18509,41.4267206607975,-75.6516024461506
,,PA0350400,2022-00000830,01/10/2022 12:39:23,PFA,827 PROSPECT AVE,18505,41.3961671019924,-75.665471101254
,,PA0350400,2022-00000836,01/10/2022 13:41:49,Theft,375 N 7TH AVE,18505,41.41220965,-75.672497906
,,PA0350400,2022-00000838,01/10/2022 14:11:26,Theft,375 N 7TH AVE,18505,41.41220965,-75.672497906
,,PA0350400,2022-00000840,01/10/2022 14:37:39,Harassment,1828 CLEVELAND AVE,18505,41.3973945717481,-75.6316338317918
,,PA0350400,2022-00000845,01/10/2022 15:17:59,Sex Offense,2810 N MAIN AVE,18508,41.4449575669985,-75.644511617833
,,PA0350400,2022-00000850,01/10/2022 15:55:58,Threat,721 ADAMS AVE,18509,41.413993908,-75.654750407
,,PA0350400,2022-00000853,01/10/2022 16:04:13,Overdose,805 S WEBSTER AVE,18505,41.3951592284745,-75.6634508861492
,,PA0350400,2022-00000854,01/10/2022 16:15:51,Extortion,735 E LOCUST ST,18505,41.3914505092434,-75.6663444490383
,,PA0350400,2022-00000856,01/10/2022 17:06:12,Warrant Service,701 S MAIN AVE,18504,41.405392666,-75.685822265
,,PA0350400,2022-00000860,01/10/2022 17:52:13,Investigation,1801 PITTSTON AVE,18505,41.388975522,-75.67638873
,,PA0350400,2022-00000863,01/10/2022 18:39:04,Harassment,1032 MOOSIC ST,18505,41.397411652,-75.650969867
,,PA0350400,2022-00000866,01/10/2022 18:53:36,Theft,332 NEW YORK ST,18509,41.4241126497177,-75.649587488827
