_needs_review,_review_reason,CallID,When Reported,Typ,Nature,P,Location,Cty
,,19C062720,08:02:15 07/19/19,l,Property Check,4,1250 W PARKRIDGE AVE; VICTRESS BOWER ELEMENTARY,COR
,,19C062721,08:04:21 07/19/19,l,Susp Person,3,1800 S LINCOLN AVE; LINCOLN PARK,COR
,,19C062722,08:12:21 07/19/19,l,Traffic Stop,4,MAGNOLIA AVE & 15 SB ON RAMP,COR
,,19C062724,08:18:47 07/19/19,l,Property Check,4,2260 GRIFFIN WAY; AYRES SUITES,COR
,,19C062726,08:20:42 07/19/19,l,Flag Down,4,710 PUBLIC SAFETY WAY; RANGE,COR
,,19C062728,08:29:54 07/19/19,l,911 Hangup,2,400 W SIXTH ST,COR
,,19C062729,08:31:48 07/19/19,l,Alarm Call,2,4649 TEMESCAL CANYON RD # 103; ENCANTO APARTMENTS,COR
,,19C062730,08:34:28 07/19/19,l,Property Check,4,191 N MCKINLEY ST; CHUCK E CHEESE,COR
,,19C062733,08:35:47 07/19/19,l,Alarm Call,2,2380 FULLERTON; CROSSROADS SCHOOL,COR
,,19C062734,08:36:55 07/19/19,l,Traffic Stop,4,MAGNOLIA AVE & EL CAMINO AVE,COR
,,19C062735,08:37:59 07/19/19,l,Ill Parked Veh,4,827 CAPISTRANO ST,COR
,,19C062737,08:50:12 07/19/19,l,Alarm Call,2,1150 W TENTH ST; CORONA HIGH SCHOOL,COR
,,19C062738,08:51:35 07/19/19,l,Traffic Stop,4,SHERBORN ST & MAGNOLIA AVE,COR
,,19C062739,08:52:40 07/19/19,l,Found Property,4,4191 INVERNESS DR,COR
,,19C062740,08:52:54 07/19/19,l,Auto Theft Past,3,2316 PALISADES DR; #107,COR
,,19C062741,08:54:39 07/19/19,l,Alarm Call,2,985 LA SALLE CIR,COR
,,19C062742,08:57:56 07/19/19,l,Susp Person,3,1474 J T EISLEY DR,COR
,,19C062743,09:00:50 07/19/19,l,Property Check,4,1750 SPYGLASS DR; WILSON ELEMENTARY SCHOOL,COR
,,19C062744,09:04:31 07/19/19,l,Follow Up,4,3833 BEDFORD CANYON RD; EAGLE GLEN OPTOMETRY AT THE VILLAGE,COR
,,19C062747,09:05:49 07/19/19,l,Dist/Physical,1,MOUNT HUMPHRIES ST & ARABIAN WAY,COR
,,19C062748,09:12:11 07/19/19,l,Traffic Stop,4,PROMENADE AVE & CRESTA RD,COR
,,19C062750,09:23:15 07/19/19,l,Petty Theft P,4,2379 COMPTON AVE; DENNYS RESTAURANT AT IN AND OUT CENTER,COR
,,19C062751,09:31:27 07/19/19,l,911 Hangup,2,2045 COMPTON AVE,COR
,,19C062753,09:39:36 07/19/19,l,Citizen Contact,3,1275 W EIGHTH ST,COR
,,19C062754,09:48:44 07/19/19,f,ZZSick,1,1939 S MAIN ST; CHAFFINS GARAGE INC,COR
,,19C062755,09:51:55 07/19/19,l,Auto Theft Rec,4,2125 RAILROAD ST; HAMNER TOWING INC,COR
,,19C062757,09:55:58 07/19/19,l,Cite Sign Off,4,730 PUBLIC SAFETY WAY; OUTSIDE PD,COR
,,19C062759,10:02:34 07/19/19,f,ZZPublicSrvceF,2,1170 VISTA LOMAS LN,COR
,,19C062760,10:06:34 07/19/19,l,911 Hangup,2,770 MCGRATH DR,COR
,,19C062761,10:07:28 07/19/19,l,Alarm Call,2,4649 TEMESCAL CANYON RD # 103; ENCANTO APARTMENTS,COR
,,19C062762,10:08:14 07/19/19,l,Ped Check,4,129 N MCKINLEY ST,COR
,,19C062763,10:09:11 07/19/19,l,Comm Policing,4,1114 W ONTARIO AVE,COR
,,19C062764,10:10:42 07/19/19,l,Flag Down,4,3777 TEMESCAL CANYON RD,COR
,,19C062765,10:18:03 07/19/19,l,Citizen Contact,3,4593 TEMESCAL CANYON RD; FRONT COUNTER,COR
,,19C062766,10:19:19 07/19/19,l,Alarm Call,2,1192 MIRA VALLE ST ; PANIC,COR
,,19C062768,10:24:55 07/19/19,l,Property Check,4,400 PENROSE DR,COR
,,19C062769,10:32:52 07/19/19,l,911 Hangup,2,210 S LINCOLN AVE,COR
,,19C062770,10:33:27 07/19/19,l,911 Hangup,2,128 S VICENTIA AVE,COR
,,19C062772,10:34:56 07/19/19,l,Traffic Stop,4,HARRINGTON ST & N COTA ST,COR
,,19C062773,10:35:37 07/19/19,l,Alarm Call,2,2659 RAVEN CIR,COR
,,19C062774,10:36:15 07/19/19,l,911 Hangup,2,210 S LINCOLN AVE,COR
,,19C062775,10:37:05 07/19/19,l,911 Hangup,2,210 S LINCOLN AVE,COR
,,19C062776,10:47:25 07/19/19,l,911 Hangup,2,918 MONTAGUE CIR,COR
,,19C062777,10:47:43 07/19/19,l,Property Check,4,200 N LINCOLN AVE; MOTEL 6,COR
,,19C062778,10:48:29 07/19/19,l,Property Check,4,200 N LINCOLN AVE; MOTEL 6,COR
,,19C062779,10:48:39 07/19/19,l,Traffic Stop,4,1160 CALIFORNIA AVE,COR
,,19C062782,10:59:37 07/19/19,l,Traffic Stop,4,RIMPAU AVE & CALIFORNIA AVE,COR
,,19C062783,11:06:16 07/19/19,l,Fraud Past,4,2830 VIA MAZATLAN; FRONT COUNTER,COR
,,19C062784,11:21:17 07/19/19,l,Patrol Info,4,1709 SHERBORN ST; VULCAN MATERIALS CO WESTERN DIV,COR
,,19C062785,11:21:22 07/19/19,f,ZZFall,1,2489 CALIFORNIA AVE # 172; ESTANCIA DEL SOL,COR
,,19C062786,11:23:34 07/19/19,l,Alarm Call,2,1515 HIDDEN SPRINGS DR,COR
,,19C062790,11:39:17 07/19/19,l,Traffic Stop,4,1161 CALIFORNIA AVE,COR
,,19C062791,11:39:56 07/19/19,l,Fraud Past,4,1515 BORDER AVE # C; FRONT COUNTER,COR
,,19C062792,11:40:07 07/19/19,l,Citizen Contact,3,1061 SMOKETREE DR; PD LOBBY,COR
,,19C062793,11:42:53 07/19/19,l,Traffic Stop,4,299 N SMITH AVE; CHAMPION HOME BUILDERS INC,COR
,,19C062794,11:45:36 07/19/19,l,911 Hangup,2,387 MAGNOLIA AVE; FANTASTIC SAMS AT CORONA VILLAGE,COR
,,19C062797,11:51:28 07/19/19,l,911 Hangup,2,1592 FAIRWAY DR,COR
,,19C062799,11:54:49 07/19/19,l,Traffic Stop,4,1400 CRESTA RD,COR
,,19C062800,11:56:24 07/19/19,l,Additional Info,4,1275 W EIGHTH ST # 302; WILLIAM C ARTHUR TERRACE,COR
,,19C062801,11:57:41 07/19/19,l,Additional Info,4,1355 E ONTARIO AVE,COR
,,19C062802,11:58:36 07/19/19,l,Drunk In Public,2,CABOT DR & TEMESCAL CANYON RD,COR
,,19C062803,11:59:18 07/19/19,l,Property Check,4,1900 AVIATION DR; CORONA AIRPORT,COR
,,19C062805,12:11:32 07/19/19,l,Domestic Distur,2,750 AVENIDA DEL VISTA # C,COR
,,19C062807,12:15:06 07/19/19,l,Patrol Info,4,110 N LINCOLN AVE; GRIFFIN RESIDENTIAL L L C,COR
,,19C062808,12:18:04 07/19/19,l,Area Check,3,1294 E ONTARIO AVE,COR
,,19C062809,12:18:13 07/19/19,l,Alarm Call,2,1287 OLD HICKORY RD,COR
,,19C062810,12:20:13 07/19/19,l,Reckless Driver,3,S MAIN ST & E FOOTHILL PKWY,COR
,,19C062812,12:23:40 07/19/19,l,911 Hangup,2,519 N MAPLE ST,COR
,,19C062813,12:26:14 07/19/19,l,Area Check,3,CITRUS COMMUNITY PARK,COR
,,19C062814,12:29:26 07/19/19,l,911 Hangup,2,1390 E ONTARIO AVE,COR
,,19C062815,12:31:20 07/19/19,l,Disturb Peace,3,200 S MAIN ST; #140,COR
,,19C062816,12:32:50 07/19/19,l,Ill Parked Veh,4,1940 HIBISCUS ST,COR
,,19C062817,12:37:33 07/19/19,l,Alarm Call,2,1546 TWIN OAKS CIR,COR
,,19C062818,12:43:49 07/19/19,l,911 Hangup,2,598 SANTANA WAY; SANTANA PARK,COR
,,19C062819,12:44:04 07/19/19,l,Vehicle Check,4,W FOURTH ST & S MERRILL ST,COR
,,19C062820,12:47:22 07/19/19,lf,Choking,1,726 FORD ST,COR
,,19C062822,12:54:10 07/19/19,l,Annoying Calls,3,2241 THYME DR; FRONT COUNTER,COR
,,19C062823,12:55:51 07/19/19,l,911 Hangup,2,385 N SHERMAN AVE,COR
,,19C062825,12:57:15 07/19/19,l,911 Hangup,2,1288 BORDER AVE,COR
,,19C062826,12:58:13 07/19/19,l,Property Check,4,1288 BORDER AVE,COR
,,19C062827,12:58:18 07/19/19,f,ZZSick,1,3271 STERLING DR,COR
,,19C062828,12:58:28 07/19/19,lf,Overdose,1,838 PATHFINDER WAY,COR
,,19C062831,13:13:56 07/19/19,l,Citizen Contact,3,3297 QUARTZ CIR ;LL CONT,COR
,,19C062833,13:18:20 07/19/19,l,Cite Sign Off,4,730 PUBLIC SAFETY WAY; OUTSIDE PD,COR
,,19C062834,13:23:28 07/19/19,l,911 Hangup,2,110 S UPPER DR,COR
,,19C062835,13:24:17 07/19/19,l,Cite Sign Off,4,730 PUBLIC SAFETY WAY; OUTSIDE PD,COR
,,19C062838,13:37:40 07/19/19,l,Disturb Peace,3,1561 E ONTARIO AVE # 104; CRACKED SCREENS,COR
,,19C062839,13:37:56 07/19/19,l,Traffic Stop,4,E OLD MILL RD & E OLD MILL RD,COR
,,19C062840,13:39:27 07/19/19,,,,1561 E ONTARIO AVE # 104; CRACKED SCREENS,COR
,,19C062841,13:40:19 07/19/19,l,Vehicle Check,4,200 RIVER RD,COR
,,19C062842,13:41:17 07/19/19,l,911 Hangup,2,1211 E SIXTH ST,COR
,,19C062845,13:43:49 07/19/19,f,ZZBleeding,1,678 AZURE LN # 4,COR
,,19C062846,13:48:27 07/19/19,l,911 Hangup,2,1592 FAIRWAY DR,COR
,,19C062848,13:51:09 07/19/19,l,Citizen Contact,3,722 HARRIS ST,COR
,,19C062849,13:52:50 07/19/19,l,Dist/Verbal,2,3542 SWEETWATER CIR,COR
,,19C062850,13:53:28 07/19/19,lf,Vegetation High,1,CLEARING CIR & MEANDERING LN,COR
,,19C062851,13:54:30 07/19/19,l,Disturb Peace,3,3542 SWEETWATER CIR,COR
,,19C062852,13:58:49 07/19/19,l,Traffic Stop,4,370 N MCKINLEY ST; TEXAS ROADHOUSE AT CORONA HILLS PLAZA,COR
,,19C062853,14:03:56 07/19/19,f,ZZPregnancy,1,1181 CALIFORNIA AVE,COR
,,19C062854,14:04:15 07/19/19,l,CMC Violation,4,2450 WARDLOW RD; TOMNATCO INC,COR
,,19C062855,14:09:09 07/19/19,l,Susp Vehicle,3,WESTBROOK ST & GREENBRIAR DR,COR
,,19C062856,14:10:21 07/19/19,l,Additional Info,4,1790 POMONA RD; STORAGE DIRECT; LL CONT,COR
,,19C062857,14:14:29 07/19/19,l,911 Hangup,2,1040 E SIXTH ST; PHASE 2 OPEN CELL,COR
,,19C062858,14:16:45 07/19/19,l,Disturb Peace P,4,4120 TEMESCAL CANYON RD,COR
,,19C062859,14:20:18 07/19/19,l,Alarm Call,2,809 E PARKRIDGE AVE; #101;JH GROUP,COR
,,19C062860,14:26:11 07/19/19,f,ZZSick,1,730 PUBLIC SAFETY WAY; CORONA POLICE,COR
,,19C062861,14:31:23 07/19/19,f,ZZCommrcal Alrm,1,465 SANTANA WAY; ISLAMIC CENTER,COR
,,19C062862,14:37:14 07/19/19,f,ZZSick,1,487 MAGNOLIA AVE # 102; INLAND URGENT CARE,COR
,,19C062863,14:41:02 07/19/19,l,Welfare Check,2,4453 OWENS ST # 101,COR
,,19C062864,14:42:59 07/19/19,l,Cite Sign Off,4,730 PUBLIC SAFETY WAY; PLOT,COR
,,19C062865,14:45:36 07/19/19,l,911 Hangup,2,598 FAIRBANKS ST,COR
,,19C062866,14:48:55 07/19/19,l,H&S Violation,3,849 W SIXTH ST; OLD PD STAIRS,COR
,,19C062867,14:50:57 07/19/19,l,Traffic Stop,4,W FOURTH ST & W GRAND BLVD,COR
,,19C062868,14:52:23 07/19/19,l,Property Check,4,803 SERRANO DR,COR
YES,'Location' garbled/scrambled text,19C062869,14:57:57 07/19/19,l,Area Check,3,PARKVIEW DR & TRIADOR ST; SUSPP,COR
,,19C062871,15:00:15 07/19/19,l,Accident,2,1183 MAGNOLIA AVE; CVS,COR
,,19C062872,15:01:14 07/19/19,l,Follow Up,4,3777 BEDFORD CANYON RD,COR
,,19C062873,15:09:51 07/19/19,l,Property Check,4,510 W FOOTHILL PKWY; HERITAGE PARK,COR
,,19C062874,15:10:29 07/19/19,l,Mail Theft,2,HUNT CIR & DYER WAY,COR
,,19C062876,15:16:21 07/19/19,l,Area Check,3,TURQUOISE DR & W CITRON ST; 530PC,COR
,,19C062878,15:22:50 07/19/19,l,Patrol Info,4,1495 KIRKWOOD DR,COR
,,19C062879,15:29:39 07/19/19,l,911 Hangup,2,2587 S MAIN ST,COR
,,19C062880,15:29:41 07/19/19,l,Property Check,4,415 E SIXTH ST,COR
,,19C062881,15:34:43 07/19/19,l,Welfare Check,2,844 W HACIENDA DR,COR
,,19C062882,15:37:12 07/19/19,l,Mail Theft,2,183 BUSINESS CENTER DR; MARTIN ENTERPRISES,COR
,,19C062883,15:39:37 07/19/19,l,Property Check,4,19751 KATY WAY,ELC
,,19C062884,15:40:39 07/19/19,l,Follow Up,4,1575 MAGNOLIA AVE; DEVELOPLUS INC,COR
,,19C062885,15:45:30 07/19/19,f,ZZFwy Veh Fire,1,91 EB OC LINE GREEN RIVER,COR
YES,'Nature' garbled/scrambled text,19C062886,15:48:43 07/19/19,f,ZZFwy Diff Brth,1,15 NB ONTARIO MAGNOLIA,COR
,,19C062887,15:49:18 07/19/19,l,Area Check,3,RIMPAU AVE & MAGNOLIA AVE; 20002,COR
,,19C062888,15:50:40 07/19/19,l,911 Hangup,2,1109 COUNTRY CLUB LN,COR
,,19C062889,15:51:09 07/19/19,lf,Accident Unknwn,1,W SIXTH ST & S LINCOLN AVE,COR
,,19C062890,15:51:12 07/19/19,l,Property Check,4,2790 CALIFORNIA AVE; BETH SHALOM MESSIANIC JEWISH CONGREGATI,COR
,,19C062891,15:52:08 07/19/19,l,H/R Coll Past,4,1205 MAGNOLIA AVE; SHELL STATION AT SIZZLER CENTER,COR
,,19C062892,15:55:33 07/19/19,l,Hit Run No Inj,2,1226 MAGNOLIA AVE,COR
,,19C062893,15:59:11 07/19/19,l,Citizen Contact,3,1561 E ONTARIO AVE # 104; FRONT COUNTER,COR
YES,'Nature' garbled text (embedded symbol),19C062894,16:01:28 07/19/19,f,ZZFaint/Uncons,1,1003 W FRANCIS ST,COR
,,19C062895,16:06:13 07/19/19,l,Hit Run No Inj,2,1210 MAGNOLIA AVE,COR
,,19C062896,16:08:18 07/19/19,l,Disturb Peace,3,1215 E ONTARIO AVE; HOMELESS,COR
,,19C062897,16:09:10 07/19/19,l,Cite Sign Off,4,730 PUBLIC SAFETY WAY;PLOT,COR
,,19C062898,16:10:51 07/19/19,l,Assist Othr Dpt,3,2085 VALOR DR; AOD CHP SAN JUAN CAP,COR
,,19C062899,16:14:38 07/19/19,l,Auto Theft Past,3,418 N MAIN ST; #465,COR
,,19C062900,16:15:57 07/19/19,l,Loud Noise,3,829 W NINTH ST,COR
,,19C062901,16:18:41 07/19/19,l,Area Check,3,RIMPAU AVE & E ONTARIO AVE,COR
,,19C062902,16:19:53 07/19/19,l,Disturb Peace,3,841 N MAIN ST; ALAMILLAS MEXICAN FOOD AT PARKRIDGE PLAZA,COR
,,19C062903,16:26:32 07/19/19,l,Att Warrant Svc,4,7461 SHADOW GROVE CT,ELC
,,19C062904,16:32:56 07/19/19,l,Property Check,4,1480 E SIXTH ST,COR
,,19C062905,16:39:20 07/19/19,l,Domestic Distur,2,1114 VINTAGE CIR,COR
,,19C062906,16:40:34 07/19/19,l,911 Hangup,2,1717 VIA DEL RIO,COR
,,19C062907,16:44:13 07/19/19,l,Fraud Past,4,606 E SIXTH ST # 12,COR
,,19C062908,16:48:42 07/19/19,l,Welfare Check,2,1119 W NINTH ST; #L,COR
YES,'Location' garbled/scrambled text,19C062909,16:52:31 07/19/19,l,Forgery Past,4,2083 ESTRADO DR; FRNT COUNTER,COR
,,19C062910,16:55:20 07/19/19,l,911 Hangup,2,950 W ONTARIO AVE; FIRST PRESBYTERIAN CHURCH,COR
,,19C062911,17:03:31 07/19/19,l,Susp Vehicle,3,2901 LA VISTA AVE ; POSS 530P,COR
,,19C062912,17:04:40 07/19/19,l,Property Check,4,765 N MAIN ST; SANDRA R KLEIN AT KMART CENTER,COR
,,19C062914,17:18:50 07/19/19,f,ZZSick,1,2161 DANA CIR,COR
,,19C062915,17:22:31 07/19/19,l,911 Hangup,2,209 E BLAINE ST; #A,COR
,,19C062916,17:28:15 07/19/19,l,Traffic Stop,4,BUCHANAN ST & WIMBLEDON DR,COR
,,19C062917,17:28:53 07/19/19,l,911 Hangup,2,526 MAGNOLIA AVE; ST JOHNS CHURCH; PHASE 2 OPEN,COR
,,19C062918,17:37:32 07/19/19,l,Property Check,4,2380 FULLERTON; CROSSROADS SCHOOL,COR
,,19C062919,17:40:39 07/19/19,f,ZZPublicSrvceF,2,2300 S MAIN ST # 260; VALENCIA TERRACE,COR
,,19C062921,17:44:31 07/19/19,lf,Structure Fire,1,299 N SMITH AVE; CHAMPION HOME BUILDERS INC,COR
,,19C062922,17:47:03 07/19/19,l,911 Hangup,2,210 S LINCOLN AVE,COR
,,19C062923,17:48:56 07/19/19,l,Property Check,4,275 TELLER ST # 100; 24 HOUR FITNESS,COR
,,19C062924,17:56:04 07/19/19,l,Traffic Stop,4,91 WB MCKINLEY MAIN,COR
,,19C062925,18:03:07 07/19/19,l,Alarm Call,2,720 S TEMESCAL ST,COR
,,19C062927,18:06:28 07/19/19,f,ZZFall,1,2300 S MAIN ST # 188; VALENCIA TERRACE,COR
,,19C062928,18:08:58 07/19/19,f,ZZSeizure,1,725 S MAIN ST; 99 CENT STORE,COR
,,19C062929,18:10:11 07/19/19,l,Flag Down,4,2280 COMPTON AVE,COR
,,19C062930,18:11:10 07/19/19,l,Compliance Ck,4,1265 W TENTH ST # D,COR
YES,'Nature' garbled/scrambled text,19C062931,18:11:25 07/19/19,f,ZZFwy Acc w/inj,1,15 NB MAGNOLIA HIDDEN VALLEY;MC VS VEH,COR
,,19C062933,18:15:33 07/19/19,f,ZZFall,1,1404 TAYLOR AVE,COR
,,19C062934,18:16:43 07/19/19,l,Domestic Distur,2,N LINCOLN AVE & W PARKRIDGE AVE,COR
,,19C062935,18:16:48 07/19/19,,,,N LINCOLN AVE & W PARKRIDGE AVE,COR
,,19C062936,18:20:43 07/19/19,l,Hazard,3,N MCKINLEY ST & SHOPPING CENTER,COR
,,19C062937,18:21:12 07/19/19,l,Disturb Peace,3,2210 GRFFIN WY # 107; TUTTI FRUITY; #107,COR
,,19C062938,18:22:00 07/19/19,l,DV-Assault,1,S BUENA VISTA AVE & W SIXTH ST,COR
,,19C062940,18:23:56 07/19/19,lf,ZZBreathing,1,336 CYPRESS CT,COR
,,19C062941,18:24:07 07/19/19,lf,Cardiac Arrest,1,663 REMBRANDT CIR,COR
,,19C062942,18:30:42 07/19/19,l,Susp Vehicle,3,S SMITH AVE & S SHERMAN AVE,COR
,,19C062945,18:35:26 07/19/19,l,Alarm Call,2,3780 SAN RAMON DR,COR
,,19C062946,18:37:55 07/19/19,l,Shoplifting,3,479 N MCKINLEY ST; WALMART,COR
,,19C062948,18:44:18 07/19/19,l,Alarm Call,2,281 DUPONT ST; #101,COR
,,19C062949,18:45:18 07/19/19,l,Patrol Info,4,CORYDON AVE & VINE AVE,NOR
,,19C062951,18:51:25 07/19/19,l,Petty Theft P,4,2541 TUSCANY ST # 101; JUSTICE; SUSP POSS 97 IN AREA,COR
,,19C062953,18:57:42 07/19/19,l,Runaway,3,994 LA COSTA DR; #N102,COR
,,19C062954,19:10:31 07/19/19,l,Disturb Peace,3,1290 E ONTARIO AVE; WALMART,COR
,,19C062955,19:13:05 07/19/19,l,Reckless Driver,3,2650 OAK AVE; FRANKLIN ELEMENTARY SCHOOL,COR
,,19C062956,19:13:45 07/19/19,l,Area Check,3,PASEO GRANDE & PINE CREST DR;HAZARD,COR
,,19C062957,19:13:51 07/19/19,l,911 Hangup,2,7195 ALESSANDRO,RIV
,,19C062958,19:13:58 07/19/19,l,Property Check,4,1698 W SIXTH ST,COR
,,19C062959,19:14:12 07/19/19,l,911 Hangup,2,1911 PINE CREST DR,CRA
,,19C062960,19:15:47 07/19/19,l,911 Hangup,2,1911 PINE CREST DR,CRA
,,19C062961,19:16:20 07/19/19,l,Property Check,4,304 S MAIN ST; MOBIL GAS,COR
,,19C062962,19:16:25 07/19/19,f,ZZSeizure,1,2552 FAIRGLEN PL,COR
,,19C062963,19:18:04 07/19/19,l,Area Check,3,1125 RIMPAU AVE; SUNNYSLOPE CEMETERY,COR
,,19C062964,19:22:57 07/19/19,l,Follow Up,4,1207 GOLDENVIEW DR; JOHN FRANKLIN SERVICES,COR
,,19C062965,19:29:03 07/19/19,l,Drunk In Public,2,1193 MAGNOLIA AVE,COR
,,19C062966,19:29:11 07/19/19,l,Property Check,4,255 E RINCON ST; PRIMERICA FINANCIAL SERVICES,COR
,,19C062968,19:32:41 07/19/19,l,Property Check,4,470 HIDDEN VALLEY PKWY; KOHLS,COR
,,19C062969,19:33:36 07/19/19,l,Property Check,4,635 N MAIN ST,COR
,,19C062970,19:40:59 07/19/19,lf,Man Down,1,2331 CALIFORNIA AVE; EL POLLO LOCO,COR
,,19C062971,19:47:47 07/19/19,l,Assist Othr Dpt,3,1330 MAGNOLIA AVE; ACO,COR
