_needs_review,_review_reason,CallID,When Reported,Typ,Nature,P,Location,Cty
,,19C117901,13:26:51 12/01/19,lf,ZZSeizure,1,1483 GREENBRIAR DR,COR
,,19C117902,13:27:20 12/01/19,f,ZZFall,1,3442 KENTUCKY LN,COR
,,19C117903,13:29:24 12/01/19,l,Veh Burg Past,4,2828 FASHION DR # 306,COR
,,19C117904,13:32:33 12/01/19,f,ZZFall,1,2600 S MAIN ST; #7 CORONA POST ACUTE,COR
,,19C117905,13:32:34 12/01/19,l,Susp Vehicle,3,3312 ROCHELLE LN,COR
,,19C117906,13:35:06 12/01/19,l,Reckless Driver,3,894 COTTONWOOD ST,COR
,,19C117908,13:38:20 12/01/19,l,Z-Animal Svcs,4,1616 CONIFER CIR,COR
,,19C117907,13:38:20 12/01/19,l,911 Hangup,2,1203 W SIXTH ST # 46,COR
,,19C117909,13:42:36 12/01/19,l,Alarm Call,2,1128 QUARRY ST ; PULLEY RESD,COR
,,19C117910,13:43:32 12/01/19,l,Runaway,3,1575 E ONTARIO ST;LL CONT; STARBUCKS,COR
,,19C117913,13:51:05 12/01/19,f,ZZSeizure,1,310 N MCKINLEY ST; DEL TACO,COR
,,19C117914,14:11:02 12/01/19,l,Public Service,3,2205 GOLDENBUSH DR,COR
,,19C117915,14:15:44 12/01/19,l,Property Check,4,THE CROSSINGS,COR
,,19C117918,14:31:21 12/01/19,f,ZZAA Inj Accdnt,1,15 NB TEMESCAL CANYON DOS LAGOSWEIRICK,TEM
,,19C117919,14:33:32 12/01/19,l,Property Check,4,930 E SIXTH ST; CITY PARK,COR
,,19C117920,14:34:26 12/01/19,l,Property Check,4,4375 PRADO RD; AMERICAN HOME REMODELING INC,COR
,,19C117921,14:42:43 12/01/19,l,Comm Policing,4,849 W SIXTH ST; OLD PD,COR
,,19C117922,14:45:40 12/01/19,l,Comm Policing,4,815 W SIXTH ST; CIVIC CENTER,COR
,,19C117923,14:48:48 12/01/19,l,Ill Parked Veh,4,4199 WINDSPRING ST,COR
,,19C117924,14:50:06 12/01/19,l,Loud Noise,3,1535 PLAZA DE NOCHE,COR
,,19C117925,14:54:38 12/01/19,f,ZZBreathing,1,1120 E SEVENTH ST,COR
,,19C117926,15:05:26 12/01/19,l,Petty Theft P,4,1358 VIA SANTIAGO # D,COR
,,19C117928,15:08:37 12/01/19,l,Alarm Call,2,4436 OWENS ST;#101;DAVID ANDERSON RES,COR
,,19C117929,15:10:49 12/01/19,l,H/R Coll Past,4,2790 CABOT DR ;TRADER JOES,COR
,,19C117930,15:14:41 12/01/19,l,Disturb Peace,3,2785 CABOT DR;#130 SLEEP NUMBER,COR
,,19C117931,15:15:09 12/01/19,l,Property Check,4,550 CARDIFF ST,COR
,,19C117932,15:18:12 12/01/19,l,Susp Person,3,1355 E ONTARIO AVE; HOME DEPOT,COR
,,19C117933,15:22:03 12/01/19,l,Test,4,730 PUBLIC SAFETY WAY; CORONA POLICE,COR
,,19C117937,15:34:17 12/01/19,l,Traffic Stop,4,S BUENA VISTA AVE & HIGHGROVE ST,COR
,,19C117938,15:49:52 12/01/19,l,Trespass,3,1355 E ONTARIO AVE; HOME DEPOT,COR
,,19C117940,15:53:05 12/01/19,l,Found Child,2,SAN ALVARADO CIR & SAN RAMON DR,COR
,,19C117941,15:57:24 12/01/19,l,Petty Theft P,4,320 N MCKINLEY ST # 101; BIG 5,COR
,,19C117942,16:00:03 12/01/19,l,Petty Theft P,4,2489 TUSCANY ST; KOHLS,COR
,,19C117944,16:00:49 12/01/19,lf,ZZBurns,1,275 TELLER ST # 130; SHOGUN,COR
,,19C117945,16:01:00 12/01/19,l,Reckless Driver,3,993 RIDGEWOOD DR,COR
,,19C117946,16:03:13 12/01/19,l,Traffic Stop,4,BORDER AVE & PEACOCK LN,COR
,,19C117947,16:04:59 12/01/19,l,Assist Othr Dpt,3,275 TELLER ST # 130; SHOGUN,COR
,,19C117949,16:11:31 12/01/19,l,Property Check,4,1296 MAGNOLIA AVE; M AND D DEVELOPMENT LLC,COR
,,19C117950,16:20:26 12/01/19,l,Traffic Stop,4,2600 BORDER AVE,COR
,,19C117951,16:24:27 12/01/19,l,911 Hangup,2,505 S BUENA VISTA AVE,COR
,,19C117952,16:29:00 12/01/19,l,Follow Up,4,S LINCOLN AVE & W ONTARIO AVE,COR
,,19C117953,16:36:43 12/01/19,l,Traffic Stop,4,BORDER AVE & CONDOR CIR,COR
,,19C117954,16:46:06 12/01/19,l,Property Check,4,480 N MAIN ST; STARBUCKS,COR
,,19C117956,16:51:23 12/01/19,l,Property Check,4,479 N MCKINLEY ST; WALMART,COR
,,19C117957,16:53:02 12/01/19,l,Hit Run No Inj,2,100 W ONTARIO AVE; WALGREENS 07303 AT TOWN AND COUNTRY,COR
,,19C117958,16:53:29 12/01/19,l,911 Hangup,2,1167 SERENE DR;PHS 2,COR
,,19C117959,17:12:38 12/01/19,l,Traffic Stop,4,N MAIN ST & E RINCON ST,COR
,,19C117960,17:16:18 12/01/19,l,Disturb Peace,3,W SIXTH ST & AVENIDA DEL VISTA;MOBIL GAS,COR
,,19C117961,17:20:10 12/01/19,l,Traffic Stop,4,N MAIN ST & E HARRISON ST,COR
,,19C117962,17:23:46 12/01/19,l,Test,4,450 S MAIN ST; JASHUA LIQUOR,COR
,,19C117963,17:26:08 12/01/19,l,Traffic Stop,4,N MAIN ST & METRO PL,COR
,,19C117964,17:34:08 12/01/19,l,Ped Check,4,W RINCON ST & N SHERIDAN ST,COR
,,19C117966,17:43:46 12/01/19,l,Traffic Stop,4,N LINCOLN AVE & W RINCON ST,COR
,,19C117967,17:47:41 12/01/19,l,,2,W SIXTH ST & S SMITH AVE;HAZARD,COR
YES,nearly empty row,,,,*redacted*,,,
,,19C117968,17:48:03 12/01/19,l,911 Hangup,2,209 E BLAINE ST;ph1,COR
,,19C117969,17:49:50 12/01/19,f,ZZResdntal Alr,1,1315 S BUENA VISTA AVE,COR
,,19C117970,17:52:04 12/01/19,l,911 Hangup,2,2250 GRIFFIN WAY; JOANN FABRICS,COR
,,19C117971,17:53:33 12/01/19,f,ZZFall,1,770 S SHERMAN AVE # N,COR
,,19C117973,18:04:06 12/01/19,lf,Suspicious Circ,3,200 N LINCOLN AVE; MOTEL 6; ROOM 274,COR
,,19C117974,18:45:26 12/01/19,lf,Accident Inj,1,FRONTAGE RD & PASEO GRANDE,COR
,,19C117976,18:50:23 12/01/19,lf,Drunk In Public,2,200 S MAIN ST; SUE NITTI,COR
,,19C117977,18:51:41 12/01/19,l,Petty Theft P,4,2641 GREEN RIVER RD ; #108 NOORIS THREADING AND SPA ; LL OPT,COR
,,19C117978,18:59:57 12/01/19,l,911 Hangup,2,865 BOLLERO PL,COR
,,19C117979,19:14:11 12/01/19,l,Flag Down,4,730 PUBLIC SAFETY WAY; CORONA POLICE,COR
,,19C117980,19:17:24 12/01/19,l,Hazard,3,TABER ST & CALIFORNIA AVE,COR
,,19C117981,19:18:03 12/01/19,l,Fraud Past,4,1039 SUNBEAM LN; 87 PD LOT,COR
,,19C117982,19:19:33 12/01/19,l,Traffic Stop,4,ESTELLE ST & BLAIR ST,HGS
,,19C117983,19:20:31 12/01/19,l,Property Check,4,346 N MCKINLEY ST,COR
,,19C117985,19:36:39 12/01/19,l,Property Check,4,1250 CORONA POINTE CT,COR
,,19C117986,19:38:12 12/01/19,l,911 Hangup,2,2313 S MAIN ST; TEMESCAL PALMS LODGE 314,COR
,,19C117987,19:41:06 12/01/19,l,Disturb Peace,3,2250 GRIFFIN WAY ; JO-ANNS FABRIC,COR
,,19C117988,19:42:41 12/01/19,l,Shoplifting,3,2489 TUSCANY ST; KOHLS,COR
,,19C117990,19:55:07 12/01/19,l,Disturb Peace,3,640 W SECOND ST # 2,COR
,,19C117992,20:09:33 12/01/19,l,911 Hangup,2,4190 BENNETT AVE,COR
,,19C117993,20:09:57 12/01/19,l,Disturb Peace,3,2240 COMPTON AVE; 76 GAS,COR
,,19C117995,20:13:48 12/01/19,l,Property Check,4,320 N MCKINLEY ST,COR
,,19C117996,20:15:24 12/01/19,l,Property Check,4,185 MAGNOLIA AVE; LEE POLLARD HIGH SCHOOL,COR
,,19C117998,20:24:59 12/01/19,l,Alarm Call,2,2315 CALIFORNIA AVE; DYKSTRAS CAR WASH,COR
,,19C117999,20:29:12 12/01/19,l,Disturb Peace P,4,275 TELLER ST # 100; 24 HOUR FITNESS ; LL CONT,COR
,,19C118001,20:40:34 12/01/19,l,Abandoned Veh,4,3020 MOUNTAINSIDE DR,COR
,,19C118002,20:41:13 12/01/19,l,Ped Check,4,W SIXTH ST & S SHERMAN AVE,COR
,,19C118005,20:55:38 12/01/19,l,Patrol Info,4,VIA DEL RIO & BORDER AVE,COR
,,19C118006,21:02:09 12/01/19,l,*redacted*,2,312 W GRAND BLVD # 201,COR
,,19C118007,21:07:47 12/01/19,l,911 Hangup,2,730 MAGNOLIA AVE; CORONA REGIONAL MEDICAL CENTER,COR
,,19C118009,21:11:30 12/01/19,l,911 Hangup,2,805 S RAMONA AVE,COR
,,19C118010,21:13:20 12/01/19,l,Domestic Distur,2,251 W RINCON ST;#309,COR
,,19C118012,21:35:44 12/01/19,l,Welfare Check,2,1229 FLORENCE ST,COR
,,19C118013,21:38:58 12/01/19,l,Citizen Contact,3,11416 ALDER CREEK AVE,COR
,,19C118014,21:43:24 12/01/19,l,Traffic Stop,4,S LINCOLN AVE & W SIXTH ST,COR
,,19C118015,22:06:08 12/01/19,f,ZZCommrcal Alrm,1,1468 DAVRIL CIR; THORO PACKAGING,COR
,,19C118016,22:08:24 12/01/19,lf,Overdose,1,2245 INDIGO HILLS DR # 4,COR
,,19C118017,22:14:17 12/01/19,l,911 Hangup,2,21686 LAKE MATTHEWS DRIVE,COR
,,19C118018,22:28:13 12/01/19,l,Property Check,4,1811 S LINCOLN AVE; CORONA THANKSGIVING,COR
,,19C118019,22:28:17 12/01/19,l,911 Hangup,2,2255 WILDOAK WAY # 103,COR
,,19C118020,22:35:29 12/01/19,l,911 Hangup,2,21686 LAKE MATTHEWS DRIVE,RVC
,,19C118021,22:41:42 12/01/19,l,Test,4,718 HARRIS ST,COR
,,19C118022,22:43:57 12/01/19,l,Disturb Peace,3,612 W GRAND BLVD # 1; TOP MASSAGE,COR
,,19C118023,22:59:57 12/01/19,l,Traffic Stop,4,FULLERTON AVE & FORD ST,COR
,,19C118024,23:19:46 12/01/19,l,Property Check,4,508 S SMITH AVE,COR
,,19C118025,23:19:53 12/01/19,l,Property Check,4,1150 W TENTH ST; CORONA HIGH SCHOOL,COR
,,19C118027,23:25:56 12/01/19,l,Property Check,4,1134 W SIXTH ST; TACO BELL,COR
,,19C118028,23:26:37 12/01/19,l,Property Check,4,470 HIDDEN VALLEY PKWY; KOHLS,COR
,,19C118029,23:27:07 12/01/19,l,Property Check,4,915 N MCKINLEY ST; CFD 4,COR
,,19C118030,23:28:27 12/01/19,l,Vehicle Check,4,702 E SIXTH ST; ARCO AM PM,COR
,,19C118031,23:35:42 12/01/19,l,Vehicle Check,4,1298 E ONTARIO AVE; MCDONALDS,COR
,,19C118033,23:40:47 12/01/19,l,Property Check,4,1220 W ONTARIO AVE; CORONA FRIENDS CHURCH,COR
,,19C118034,23:43:07 12/01/19,l,Vehicle Check,4,1290 E ONTARIO AVE; WALMART,COR
,,19C118035,23:44:27 12/01/19,l,Petty Theft P,4,700 W SIXTH ST; 7 11 STORE CENTRAL ; LL CONT,COR
,,19C118037,23:48:09 12/01/19,lf,Child Abuse,1,W RINCON ST & CORYDON ST; east of park,COR
,,19C118038,00:04:37 12/02/19,l,Traffic Stop,4,1204 MAGNOLIA AVE; MOBIL GAS,COR
,,19C118040,00:21:12 12/02/19,l,Property Check,4,314 E SIXTH ST; UHAUL,COR
,,19C118041,00:27:58 12/02/19,l,Susp Vehicle,3,1031 LA SALLE CIR,COR
,,19C118042,00:28:35 12/02/19,l,911 Hangup,2,759 DONATELLO DR,COR
,,19C118044,00:31:18 12/02/19,l,Traffic Stop,4,E ONTARIO AVE & RISING SUN RD,ELC
,,19C118046,00:36:39 12/02/19,l,Loud Noise,3,1144 CHESTNUT LN # 201 ; LOUD MUSIC,COR
,,19C118047,00:49:45 12/02/19,l,Property Check,4,3355 MOUNTAIN GATE DR; EISENHOWER ELEMENTARY SCHOOL,COR
,,19C118048,00:54:15 12/02/19,l,Traffic Stop,4,702 E SIXTH ST; ARCO AM PM,COR
,,19C118049,01:06:36 12/02/19,l,Traffic Stop,4,N LINCOLN AVE & POMONA RD,COR
,,19C118050,01:19:22 12/02/19,l,911 Hangup,2,3246 CAMDEN LN,COR
,,19C118051,01:43:08 12/02/19,l,Traffic Stop,4,710 E SIXTH ST; SILVER DOLLAR PANCAKE HSE INC,COR
,,19C118052,01:54:16 12/02/19,l,Vehicle Check,4,RIMPAU AVE & E SIXTH ST,COR
,,19C118053,02:02:52 12/02/19,l,Ped Check,4,400 S BUENA VISTA AVE,COR
,,19C118054,02:03:14 12/02/19,l,Property Check,4,1155 VALENCIA RD; JAMESON PARK,COR
