_needs_review,_review_reason,CallID,When Reported,Typ,Nature,P,Location,Cty
,,19C093146,04:01:56 10/01/19,l,Robbery,1,611 N MAIN ST; USA GAS AT POTOMAC SQUARE GUN,COR
,,19C093147,04:13:38 10/01/19,l,911 Hangup,2,1150 W TENTH ST,COR
,,19C093148,04:15:56 10/01/19,l,Property Check,4,4300 GREEN RIVER RD; PIVOT CHARTER SCHOOL,COR
,,19C093149,04:18:58 10/01/19,l,911 Hangup,2,881 CORSICA DR,COR
,,19C093151,04:23:14 10/01/19,l,Area Check,3,186 BREEZEWOOD ST,COR
,,19C093153,04:27:49 10/01/19,lf,Accident Unknwn,1,E THIRD ST & S MAIN ST,COR
,,19C093154,04:30:26 10/01/19,l,911 Hangup,2,2638 PRESIDIO LN,COR
,,19C093157,04:46:20 10/01/19,f,ZZChest Pains,1,8703 ROLLING HILLS DR,RVC
,,19C093158,04:51:10 10/01/19,l,Alarm Call,2,2250 GRIFFIN WAY; JOANN FABRICS,COR
,,19C093159,05:00:56 10/01/19,l,911 Hangup,2,881 CORSICA DR,COR
,,19C093160,05:04:21 10/01/19,l,911 Hangup,2,4097 LESTER AVE,COR
,,19C093161,05:09:21 10/01/19,lf,Man Down,1,111 N LINCOLN AVE; ARCO AM PM,COR
,,19C093162,05:10:31 10/01/19,f,ZZFall,1,737 MAGNOLIA AVE # 214,COR
,,19C093163,05:10:52 10/01/19,l,Stranded Veh,3,E ONTARIO AVE & RIMPAU AVE,COR
,,19C093164,05:22:07 10/01/19,f,ZZChest Pains,1,1441 SAN PONTE RD,COR
,,19C093165,05:31:33 10/01/19,l,911 Hangup,2,2385 AUTO CENTER DR,
,,19C093166,05:40:59 10/01/19,f,ZZTrauma,1,1507 SANDIA ST,COR
,,19C093168,05:58:55 10/01/19,l,Assist Othr Dpt,3,1507 SANDIA ST,COR
,,19C093170,06:06:39 10/01/19,l,Alarm Call,2,581 N MAIN ST; PEP BOYS,COR
,,19C093171,06:15:45 10/01/19,l,H&S Violation,3,MAGNOLIA AVE & RIMPAU AVE,COR
,,19C093172,06:16:27 10/01/19,l,Alarm Call,2,500 S MERRILL ST; ST EDWARDS SCHOOL,COR
,,19C093173,06:22:50 10/01/19,l,Traffic Detail,4,AUTO CENTER DR & WARDLOW RD,COR
,,19C093174,06:22:56 10/01/19,l,Veh Burg Past,4,1015 MONTECITO DR; RESIDENCE INN,COR
,,19C093176,06:40:32 10/01/19,,,,8703 ROLLING HILLS DR,RVC
,,19C093177,06:41:45 10/01/19,l,Veh Burg I/P,2,1565 BORDER AVE,COR
,,19C093178,06:46:25 10/01/19,l,911 Hangup,2,1181 CALIFORNIA AVE,COR
,,19C093179,06:59:08 10/01/19,l,911 Hangup,2,1400 NICHOLAS PL,COR
YES,'Location' garbled/scrambled text,19C093180,07:05:38 10/01/19,l,Alarm Call,2,4493 SIGNATURE DR;HIGGINS RESD,COR
YES,'Nature' garbled text (embedded symbol),19C093181,07:06:30 10/01/19,f,ZZFaint/Uncons,1,2160 WHITMAN WAY,COR
,,19C093183,07:17:17 10/01/19,l,911 Hangup,2,1722 LONGVIEW DR,COR
,,19C093184,07:19:46 10/01/19,l,Surveillance,4,SAN ANTONIO DR & SAN SIMEON DR,COR
,,19C093185,07:27:17 10/01/19,l,Traffic Detail,4,1220 W PARKRIDGE AVE; WASHINGTON ELEMENTARY,COR
,,19C093186,07:29:35 10/01/19,l,Found Adult,2,31 E GRAND BLVD,COR
,,19C093187,07:32:23 10/01/19,l,Patrol Info,4,AVENIDA DEL VISTA & VIA DEL RIO,COR
YES,'Location' garbled/scrambled text,19C093188,07:37:26 10/01/19,f,ZZMedical Alert,1,4205 RIVIERA DR;WOODS RESD,COR
,,19C093189,07:38:43 10/01/19,f,ZZSeizure,1,1395 E FOOTHILL PKWY; SANTIAGO HIGH SCHOOL,COR
,,19C093191,07:54:21 10/01/19,l,Ill Parked Veh,4,2198 SADDLEBACK DR,COR
,,19C093192,08:01:07 10/01/19,l,Auto Theft Past,3,1248 W SIXTH ST; WELCOME INN,COR
,,19C093193,08:03:15 10/01/19,l,Property Check,4,2331 KELLOGG AVE,COR
,,19C093194,08:06:37 10/01/19,l,Traffic Stop,4,CRESTA RD & RIPCHAK RD,COR
,,19C093195,08:18:18 10/01/19,l,Alarm Call,2,280 TELLER ST # 180; LUMBER LIQUIDATOR,COR
,,19C093196,08:18:31 10/01/19,l,Disturb Peace,3,106 E SIXTH ST;#B MASTERS TOUCH HAIR STUDIO,COR
,,19C093197,08:18:52 10/01/19,l,Susp Vehicle,3,3897 HOLLY SPRINGS DR,COR
,,19C093198,08:20:59 10/01/19,lf,Accident Unknwn,1,SANTANA WAY & FULLERTON AVE,COR
YES,'Location' garbled/scrambled text,19C093200,08:26:18 10/01/19,l,Alarm Call,2,839 PHEASANT ST;ORTIZ RESD,COR
,,19C093202,08:31:02 10/01/19,l,Disturb Peace,3,514 S SMITH AVE;HOMELESS,COR
,,19C093204,08:33:26 10/01/19,l,Stranded Veh,3,PALISADES DR & GREEN RIVER RD,COR
,,19C093205,08:33:51 10/01/19,l,Property Check,4,2227 RAILROAD ST; CLEARWATER PARK,COR
,,19C093206,08:34:29 10/01/19,l,Surveillance,4,331 W RINCON ST; #301 ARTISAN APTS,COR
,,19C093207,08:36:32 10/01/19,l,Lewd Cond Past,3,1180 W EIGHTH ST # I,COR
,,19C093208,08:38:46 10/01/19,f,ZZAA Fire,1,9000 CAJALCO RD,RVC
,,19C093209,08:39:49 10/01/19,l,Welfare Check,2,31 E GRAND BLVD,COR
,,19C093210,08:44:58 10/01/19,l,Abandoned Veh,4,786 SAINT HELENA DR,COR
,,19C093211,08:45:01 10/01/19,l,Patrol Info,4,2100 MABEY CANYON RD,COR
,,19C093214,09:00:15 10/01/19,l,Property Check,4,2980 GARRETSON AVE,COR
,,19C093215,09:03:09 10/01/19,l,Ill Parked Veh,4,2031 AZTEC LN,COR
,,19C093216,09:06:49 10/01/19,l,Cite Sign Off,4,730 PUBLIC SAFETY WAY; PLOT,COR
,,19C093217,09:10:23 10/01/19,l,Traffic Stop,4,CIRCLE CITY DR & EL SOBRANTE RD,COR
,,19C093219,09:13:15 10/01/19,l,Property Check,4,4225 PRADO RD,COR
,,19C093221,09:16:05 10/01/19,l,Property Check,4,1886 BUTTERFIELD DR; BUTTERFIELD PARK,COR
,,19C093222,09:17:06 10/01/19,l,Vandalism Past,4,730 VIA DE LUNA,COR
,,19C093224,09:20:16 10/01/19,l,Vehicle Check,4,300 TERMINO AVE,COR
,,19C093225,09:21:53 10/01/19,l,Abandoned Veh,4,1072 CIRCLE CITY DR,COR
,,19C093226,09:22:35 10/01/19,f,ZZAA Fire,1,20267 KLYNE ST,ELC
,,19C093227,09:23:19 10/01/19,l,Citizen Contact,3,1370 BRENTWOOD CIR # B; PD LOBBY,COR
,,19C093228,09:24:49 10/01/19,l,Welfare Check,2,1312 E ONTARIO AVE # 101; BANK OF AMERICA,COR
,,19C093229,09:24:54 10/01/19,l,Area Check,3,W EIGHTH ST & S LINCOLN AVE,COR
,,19C093230,09:33:20 10/01/19,l,Traffic Stop,4,S BUENA VISTA AVE & W ONTARIO AVE,COR
,,19C093231,09:33:32 10/01/19,l,Vehicle Check,4,1193 MAGNOLIA AVE; STATER BROS MARKET,COR
,,19C093233,09:43:00 10/01/19,f,ZZFall,1,2300 S MAIN ST # 192; VALENCIA TERRACE,COR
,,19C093234,09:44:32 10/01/19,l,Follow Up,4,211 W ELEVENTH ST,COR
,,19C093237,09:47:17 10/01/19,l,911 Hangup,2,1250 CORONA POINTE CT,COR
,,19C093239,09:47:59 10/01/19,l,Vandalism Past,4,310 N MCKINLEY ST; DEL TACO,COR
,,19C093240,09:48:38 10/01/19,l,911 Hangup,2,705 N MAIN ST # 104; ALDI,COR
,,19C093241,09:52:15 10/01/19,l,911 Hangup,2,3594 NELSON ST,COR
,,19C093242,09:59:41 10/01/19,l,Keep The Peace,3,1524 ELEGANTE CT,COR
,,19C093243,10:02:26 10/01/19,l,Cite Sign Off,4,730 PUBLIC SAFETY WAY; PLOT,COR
,,19C093244,10:02:44 10/01/19,l,Susp Person,3,1210 W EIGHTH ST # F,COR
,,19C093246,10:07:16 10/01/19,l,Comm Policing,4,2489 CALIFORNIA AVE; ESTANCIA DEL SOL,COR
,,19C093247,10:08:08 10/01/19,l,Resid Burg Past,4,803 MAGNOLIA AVE ;#330,COR
,,19C093249,10:12:06 10/01/19,l,Welfare Check,2,GREEN RIVER RD & CRESTRIDGE DR,COR
,,19C093251,10:27:08 10/01/19,l,Susp Vehicle,3,1210 MAGNOLIA AVE;#3 LIBERTY 1 CLEANER,COR
,,19C093252,10:30:30 10/01/19,l,Ill Parked Veh,4,1412 CALL WAY,COR
,,19C093254,10:39:06 10/01/19,l,H/R Coll Past,4,E ONTARIO AVE & RIMPAU AVE,COR
,,19C093255,10:41:47 10/01/19,l,Stranded Veh,3,598 SANTANA WAY; SANTANA PARK,COR
,,19C093258,10:45:39 10/01/19,f,ZZCommrcal Alrm,1,1900 COMPTON AVE;51 COMPTON PARTNERSHIP,COR
,,19C093259,10:47:31 10/01/19,l,Ped Check,4,1300 W SIXTH ST,COR
,,19C093260,10:49:05 10/01/19,l,Citizen Contact,3,211 W RINCON ST; ARTISAN APTS; LL CONT,COR
,,19C093261,10:52:31 10/01/19,l,911 Hangup,2,2587 S MAIN ST,COR
,,19C093262,10:52:34 10/01/19,l,Cite Sign Off,4,730 PUBLIC SAFETY WAY; PLOT,COR
,,19C093263,10:53:26 10/01/19,l,Petty Theft P,4,1013 W SIXTH ST; A1 SMOG SHOP ; LL C4,COR
,,19C093264,10:56:29 10/01/19,f,ZZBreathing,1,2276 RIDGEVIEW TERRACE,CRA
,,19C093265,10:59:49 10/01/19,l,Citizen Contact,3,1255 RIVER RD,COR
,,19C093266,11:00:03 10/01/19,l,Domestic Distur,2,1209 LAKEPORT LN,COR
,,19C093267,11:00:11 10/01/19,l,CMC Violation,4,981 SNAPDRAGON CT,COR
,,19C093268,11:01:25 10/01/19,l,Citizen Contact,3,730 N TEMESCAL ST; FRONT COUNTER,COR
,,19C093270,11:17:42 10/01/19,l,Citizen Contact,3,4300 GREEN RIVER RD;#108 PIVOT CHARTER COR SCHOOL,
,,19C093271,11:21:00 10/01/19,l,Hit Run No Inj,2,MONTEZUMA DR & VILLAGE LOOP DR,COR
,,19C093272,11:21:20 10/01/19,l,Cite Sign Off,4,730 PUBLIC SAFETY WAY; FRONT COUNTER,COR
,,19C093276,11:29:27 10/01/19,f,ZZBleeding,1,251 W RINCON ST,COR
,,19C093279,11:33:45 10/01/19,lf,ZZBee Attack IP,1,2285 INDIGO HILLS DR # 2,COR
,,19C093280,11:35:20 10/01/19,l,911 Hangup,2,RICHEY ST & MOUNT HUMPHRIES CIR,COR
,,19C093281,11:41:08 10/01/19,l,Citizen Contact,3,993 S SMITH AVE # 3; LL CONT,COR
,,19C093283,11:59:33 10/01/19,f,ZZBreathing,1,2600 S MAIN ST;#119; CORONA POST ACUTE,COR
,,19C093285,12:13:59 10/01/19,f,ZZTrauma,1,1942 LYNWOOD CIR,COR
,,19C093286,12:16:28 10/01/19,l,H/R Coll Past,4,PROMENADE AVE & CRESTA RD,COR
,,19C093287,12:18:07 10/01/19,l,Vehicle Check,4,523 E NINTH ST,COR
,,19C093288,12:19:56 10/01/19,l,Fraud Past,4,4901 GREEN RIVER RD # 154;,COR
,,19C093289,12:20:04 10/01/19,l,Hazard,3,CIRCLE CITY DR & FILBERT ST,COR
,,19C093290,12:20:35 10/01/19,l,Susp Person,3,417 W GRAND BLVD; ST EDWARDS CHURCH,COR
,,19C093292,12:25:08 10/01/19,l,911 Hangup,2,770 CORPORATION YARD WAY; CITY WAREHOUSE,COR
,,19C093293,12:25:26 10/01/19,f,ZZPregnancy,1,730 MAGNOLIA AVE;#701 CORONA REGIONAL COR MEDICAL CENTER,
,,19C093294,12:26:53 10/01/19,l,Accident,2,N BUENA VISTA AVE & RAILROAD ST,COR
,,19C093295,12:31:55 10/01/19,l,Comm Policing,4,1010 W CITRON ST; RANEY INTERMEDIATE SCHOOL,COR
,,19C093296,12:36:15 10/01/19,l,Mail Theft P,4,1941 CALIFORNIA AVE;LL CONT ;USPS,COR
,,19C093297,12:36:44 10/01/19,l,Public Service,3,730 PUBLIC SAFETY WAY; FRONT COUNTER,COR
,,19C093299,12:42:09 10/01/19,f,ZZFwy Acc w/inj,1,15 NB MAGNOLIA HIDDEN VALLEY,COR
,,19C093301,12:46:35 10/01/19,l,911 Hangup,2,400 S VICENTIA AVE,COR
,,19C093304,12:50:55 10/01/19,lf,Accident Unknwn,1,465 N MCKINLEY ST; ALL STAR CAR WASH,COR
,,19C093305,12:51:04 10/01/19,l,Ped Check,4,1520 W SIXTH ST # 105; A 1 COIN LAUNDRY,COR
,,19C093306,12:51:31 10/01/19,l,Alarm Call,2,1946 MADERA CIR,COR
,,19C093307,12:53:52 10/01/19,l,Accident,2,465 N MCKINLEY ST; ALL STAR CAR WASH,COR
,,19C093309,12:55:31 10/01/19,l,Flag Down,4,730 PUBLIC SAFETY WAY; CORONA POLICE,COR
,,19C093313,13:07:48 10/01/19,l,Follow Up,4,2365 PROMENADE AVE; HILLS OF CORONA,COR
,,19C093316,13:13:58 10/01/19,l,Ill Parked Veh,4,1475 MAPLEBROOK LN,COR
,,19C093317,13:17:17 10/01/19,l,H/R Coll Past,4,E ONTARIO AVE & COMPTON AVE; LL CONT,COR
,,19C093318,13:21:00 10/01/19,f,ZZSick,1,801 S MAIN ST # 101; CORONA COMPREHENSIVE,COR
,,19C093319,13:22:40 10/01/19,f,ZZSick,1,S BUENA VISTA AVE & W SIXTH ST,COR
,,19C093320,13:24:11 10/01/19,l,911 Hangup,2,1504 TABER ST,COR
,,19C093322,13:26:03 10/01/19,l,911 Hangup,2,881 CORSICA DR,COR
,,19C093323,13:26:07 10/01/19,l,Area Check,3,CITRUS WAY & CANYON VIEW CIR,COR
,,19C093324,13:28:34 10/01/19,l,Suspicious Circ,2,650 E HARRISON ST,COR
,,19C093326,13:31:04 10/01/19,l,Property Check,4,1550 RIMPAU AVE # 76,COR
,,19C093327,13:32:06 10/01/19,f,ZZMedical Alert,1,821 E GRAND BLVD,COR
,,19C093328,13:38:14 10/01/19,l,911 Hangup,2,1180 CALIFORNIA AVE,COR
,,19C093329,13:41:03 10/01/19,l,Citizen Contact,3,2551 BORDER AVE;LL CONT,COR
,,19C093330,13:44:47 10/01/19,l,Battery Past,3,2079 COMPTON AVE;#104; PLANNED PARENTHOOD,COR
,,19C093331,13:46:42 10/01/19,l,Patrol Info,4,808 E SIXTH ST; BELLS AUTO SALES,COR
,,19C093334,13:52:17 10/01/19,l,Patrol Info,4,E SIXTH ST & S RAMONA AVE,COR
,,19C093336,13:53:23 10/01/19,l,Citizen Contact,3,730 PUBLIC SAFETY WAY,COR
,,19C093338,14:01:11 10/01/19,l,Citizen Contact,3,2300 S MAIN ST # 280; VALENCIA TERRACE,COR
,,19C093339,14:06:33 10/01/19,l,Flag Down,4,1290 E ONTARIO AVE; WALMART,COR
,,19C093340,14:09:31 10/01/19,l,Citizen Contact,3,1760 VIA PACIFICA # M108; LL CONT,COR
,,19C093341,14:10:02 10/01/19,l,Vandalism Past,4,993 S SMITH AVE # 3,COR
,,19C093342,14:11:15 10/01/19,,,,3467 ELLESMERE DR,COR
,,19C093343,14:11:39 10/01/19,l,Alarm Call,2,1101 COUNTRY CLUB LN; JAMES BAGET RES,COR
,,19C093344,14:20:57 10/01/19,l,Welfare Check,2,925 CIMARRON LN,COR
,,19C093347,14:27:48 10/01/19,l,Loitering,3,525 CORONA MALL; CORONA HEARING CENTER,COR
,,19C093348,14:28:20 10/01/19,l,Alarm Call,2,4300 GREEN RIVER RD; #109; GREEN RIVER PROMENADE; VIDEO,COR
,,19C093349,14:34:46 10/01/19,l,Susp Person,3,2615 TUSCANY ST; TARGET,COR
,,19C093350,14:34:56 10/01/19,l,Citizen Contact,3,730 PUBLIC SAFETY WAY; CORONA POLICE,COR
,,19C093352,14:42:43 10/01/19,l,911 Hangup,2,1131 BORDER AVE,COR
,,19C093354,14:44:14 10/01/19,l,911 Hangup,2,881 CORSICA DR,COR
,,19C093358,14:51:17 10/01/19,l,911 Hangup,2,400 S VICENTIA AVE; CITY HALL,COR
,,19C093359,14:52:23 10/01/19,l,Mail Theft P,4,598 CHELSEA WAY,COR
,,19C093360,14:54:46 10/01/19,l,911 Hangup,2,725 S MAIN ST; 99 CENT STORE,COR
,,19C093363,14:59:03 10/01/19,f,ZZSick,1,445 WYNOLA CT,COR
,,19C093364,14:59:45 10/01/19,l,Rape Past,2,1230 S MAIN ST; CORONA FUNDAMENTAL INTERMEDIATE SCHOOL,COR
,,19C093365,15:01:38 10/01/19,l,Cite Sign Off,4,730 PUBLIC SAFETY WAY; PLOT,COR
,,19C093366,15:04:42 10/01/19,l,911 Hangup,2,1500 W SIXTH ST;PHS 2,COR
,,19C093368,15:06:05 10/01/19,l,Annoying Calls,3,1325 W EIGHTH ST; EMERITUS PARK,COR
,,19C093372,15:15:09 10/01/19,l,Patrol Info,4,N MAIN ST & E PARKRIDGE AVE,COR
,,19C093373,15:21:38 10/01/19,l,Fraud Past,4,1282 SUNKIST CIR; PD LOBBY,COR
,,19C093375,15:21:54 10/01/19,,,,505 W GRAND BLVD # 212,COR
,,19C093376,15:23:14 10/01/19,l,Unknown Problem,1,505 W GRAND BLVD # 212,COR
,,19C093377,15:25:45 10/01/19,l,Property Check,4,1280 KELLEY AVE,COR
,,19C093378,15:30:44 10/01/19,l,Child Annoyance,2,WISTERIA WAY & E FOOTHILL PKWY,COR
,,19C093380,15:32:47 10/01/19,l,Cross Report,2,618 STONEYBROOK DR # 305,COR
,,19C093381,15:37:24 10/01/19,l,Citizen Contact,3,730 PUBLIC SAFETY WAY,COR
,,19C093383,15:38:29 10/01/19,l,Property Check,4,1215 W SIXTH ST # 18,COR
,,19C093385,15:40:42 10/01/19,l,Citizen Contact,3,300 EL SOBRANTE RD; LL CONT,COR
,,19C093386,15:45:58 10/01/19,l,Citizen Contact,3,730 PUBLIC SAFETY WAY; PD LOBBY,COR
,,19C093387,15:47:35 10/01/19,l,Dom Disturb P,2,960 HARBOR ST,COR
,,19C093388,15:48:43 10/01/19,l,Disturb Peace,2,W SIXTH ST & S VICENTIA AVE,COR
,,19C093390,15:51:05 10/01/19,l,Battery Past,3,513 W SIXTH ST; EDUARDOS MEXICAN RESTAURANTS INC,COR
,,19C093391,15:53:01 10/01/19,l,Property Check,4,420 S LINCOLN AVE; NATIONAL INN,COR
,,19C093392,15:58:25 10/01/19,l,Grand Theft,2,2615 TUSCANY ST; TARGET,COR
,,19C093393,15:59:24 10/01/19,l,Property Check,4,AROYO HOTEL,
,,19C093394,16:03:00 10/01/19,l,Traffic Stop,4,S LINCOLN AVE & D ST,COR
,,19C093395,16:03:46 10/01/19,l,Battery Past,3,2240 E TREEMONT PL # 205,COR
,,19C093396,16:06:57 10/01/19,l,CMC Violation,4,1265 COTTONWOOD CIR,COR
,,19C093397,16:08:53 10/01/19,f,ZZFall,1,2600 S MAIN ST;#4 CORONA POST ACUTE,COR
,,19C093398,16:09:58 10/01/19,f,ZZFall,1,1719 S VICENTIA AVE,COR
,,19C093399,16:13:26 10/01/19,l,Auto Tampr Past,4,2331 KELLOGG AVE # A; CROSSROADS CHURCH,COR
,,19C093401,16:15:09 10/01/19,l,H&S Violation,3,1125 RIMPAU AVE; SUNNYSLOPE CEMETERY,COR
,,19C093402,16:20:59 10/01/19,l,Traffic Detail,4,E FOOTHILL PKWY & VIA GUNNOE CT,COR
,,19C093403,16:24:44 10/01/19,l,911 Hangup,2,2780 GRIFFIN WAY,COR
,,19C093404,16:28:07 10/01/19,f,ZZChest Pains,1,1280 CORONA POINTE CT;#118 ;DR LEON OFFICE,COR
,,19C093405,16:36:51 10/01/19,lf,Unknown Fire,1,390 N MCKINLEY ST # 101; TJ MAXX,COR
,,19C093406,16:46:10 10/01/19,l,Accident,2,304 S MAIN ST; MOBIL GAS,COR
,,19C093407,16:51:34 10/01/19,l,911 Hangup,2,275 TELLER ST # 100; 24 HOUR FITNESS,COR
,,19C093408,16:54:44 10/01/19,l,Drunk In Public,2,3643 GRAND OAKS; BEVMO,COR
,,19C093409,16:54:49 10/01/19,l,911 Hangup,2,3710 DEERLODGE CIR; CUSTOM FINISH,COR
,,19C093411,17:07:19 10/01/19,f,ZZAA Fire,1,7251 SARSAPARILLA DR,ELC
,,19C093412,17:07:55 10/01/19,l,911 Hangup,2,573 N MCKINLEY ST,COR
,,19C093413,17:25:31 10/01/19,l,911 Hangup,2,2197 SAMPSON AVE,COR
,,19C093414,17:28:19 10/01/19,l,Runaway,3,861 W CRESTVIEW ST,COR
,,19C093415,17:28:54 10/01/19,l,911 Hangup,2,1140 E ONTARIO AVE; CHEVRON STATION,COR
,,19C093417,17:34:51 10/01/19,l,Additional Info,4,401 N MCKINLEY ST; WENDYS ;LL CONT,COR
,,19C093418,17:42:09 10/01/19,l,Lewd Conduct,2,859 BAGHDADY ST,COR
,,19C093419,17:44:16 10/01/19,l,911 Hangup,2,4190 BENNETT AVE; EAGLE GLEN COMMUNITY COR PARK,
,,19C093420,17:48:05 10/01/19,l,Suspicious Circ,3,1193 BAYFIELD DR,COR
,,19C093421,17:51:59 10/01/19,l,Citizen Contact,3,730 PUBLIC SAFETY WAY; FRONT COUNTER,COR
,,19C093422,17:54:23 10/01/19,l,911 Hangup,2,505 S BUENA VISTA AVE; COUNTY COURT HOUSE,COR
,,19C093423,17:55:25 10/01/19,l,911 Hangup,2,375 TRM CIR; A AND M RECYCLING,COR
,,19C093426,17:56:26 10/01/19,f,ZZStroke,1,1215 DON LUIS CIR,COR
,,19C093428,17:57:51 10/01/19,l,911 Hangup,2,175 E ONTARIO AVE # 101; MR YOU EXPRESS,COR
,,19C093435,18:08:12 10/01/19,l,Loud Noise,3,E FOURTH ST & S VICTORIA AVE;MUSIC,COR
,,19C093436,18:11:18 10/01/19,l,911 Hangup,2,4194 FLOYD DR,COR
,,19C093437,18:20:13 10/01/19,l,Hazard,3,W SIXTH ST & S VICENTIA AVE,COR
,,19C093438,18:20:47 10/01/19,l,Disturb Peace,3,615 RICHEY ST; PROMENADE PARK,COR
,,19C093440,18:23:32 10/01/19,l,Hazard,3,S MAIN ST & E SIXTH ST,COR
,,19C093441,18:23:52 10/01/19,l,Alarm Call,2,823 S MAIN ST; CORONA MEDICAL,COR
,,19C093442,18:26:24 10/01/19,l,Fraud Past,4,250 N COTA ST; PD PRKG LOT,COR
,,19C093443,18:26:58 10/01/19,f,ZZCommrcal Alrm,1,555 MONICA CIR; COMBUSTION ASSOCIATES COR INC,
,,19C093444,18:29:43 10/01/19,l,Comm Policing,4,4190 BENNETT AVE; EAGLE GLEN COMMUNITY COR PARK,
,,19C093448,18:39:27 10/01/19,l,Patrol Info,4,1835 ROCKCREST DR,COR
,,19C093449,18:40:07 10/01/19,l,Veh Burg Past,4,111 W HARRISON ST # 240; ONE ELEVEN APARTMENTS,COR
,,19C093450,18:43:57 10/01/19,lf,Accident Unknwn,1,N MCKINLEY ST & RANCH VISTA RD,COR
,,19C093454,18:47:45 10/01/19,l,Comm Policing,4,EAGLE GLEN COMMUNITY PARK,COR
,,19C093455,19:05:24 10/01/19,l,Domestic Distur,2,2095 HIGHPOINTE DR # 210 ; HEARD ONLY,COR
,,19C093456,19:10:47 10/01/19,l,911 Hangup,2,1896 HIBISCUS ST,COR
,,19C093457,19:14:00 10/01/19,l,Dist/Verbal,2,1885 CHAMPLAIN DR ; SEPERATED,COR
,,19C093458,19:23:52 10/01/19,f,ZZSick,1,762 N MAIN ST; CORONA JAZZERCISE,COR
,,19C093459,19:25:02 10/01/19,l,911 Hangup,2,881 CORSICA DR,COR
,,19C093460,19:29:02 10/01/19,l,DV-Assault,1,MAGNOLIA AVE & PROMENADE AVE,COR
,,19C093461,19:31:00 10/01/19,l,911 Hangup,2,1071 W SIXTH ST,COR
,,19C093462,19:31:08 10/01/19,l,Domestic Distur,2,W SIXTH ST & S SHERMAN AVE,COR
,,19C093463,19:35:16 10/01/19,l,Runaway,3,915 PASEO GRANDE # 10,CRA
,,19C093464,19:51:59 10/01/19,l,Surveillance,4,1200 ENTERPRISE CT,COR
,,19C093465,19:52:05 10/01/19,l,Comm Policing,4,4190 BENNETT AVE; EAGLE GLEN COMMUNITY COR PARK,
,,19C093466,20:07:31 10/01/19,l,Welfare Check,2,1529 PLEASANT VIEW AVE # A1; LAS CASITAS COR APARTMENTS,
,,19C093467,20:18:38 10/01/19,l,Suspicious Circ,3,1298 E ONTARIO AVE; MCDONALDS POSS 10851,COR
,,19C093468,20:23:27 10/01/19,l,Welfare Check,2,111 W HARRISON ST # 402; ONE ELEVEN APARTMENTS,COR
,,19C093469,20:31:30 10/01/19,l,Mail Theft P,4,3941 MOUNT PALMAS CIR,COR
,,19C093470,20:32:15 10/01/19,l,911 Hangup,2,15 NB OFF RAMP & CAJALCO RD,COR
,,19C093471,20:36:22 10/01/19,l,Additional Info,4,861 W CRESTVIEW ST,COR
,,19C093472,20:36:47 10/01/19,l,Susp Person,3,2245 E LAKESIDE DR # 104,COR
,,19C093473,20:43:50 10/01/19,f,ZZFwy UnkInjury,1,91 EB GREEN RIVER 71,RVC
,,19C093474,20:45:07 10/01/19,l,Traffic Stop,4,COMPTON / CALIFORNIA,
,,19C093475,21:04:48 10/01/19,l,Unknown Problem,1,1225 OVERLAND LN,COR
,,19C093477,21:08:33 10/01/19,lf,Man Down,1,MOUNT HUMPHRIES ST & ARLINGTON WAY,COR
