_needs_review,_review_reason,CallID,When Reported,Typ,Nature,P,Location,Cty
,,19C081286,01:09:55 09/01/19,l,Traffic Stop,4,S LINCOLN AVE & HIGHGROVE ST,COR
,,19C081288,01:15:19 09/01/19,l,Alarm Call,2,1632 RAILROAD ST;PEACH STATE ROOFING,COR
,,19C081289,01:17:00 09/01/19,l,Property Check,4,1421 TAYLOR AVE,COR
,,19C081290,01:18:03 09/01/19,l,Property Check,4,195 W ONTARIO AVE; B B V A COMPASS AT MAIN ST VILLAGE,COR
,,19C081291,01:20:09 09/01/19,l,Loud Party,3,925 MESA VERDE AVE # C,COR
,,19C081292,01:20:43 09/01/19,l,Property Check,4,130 W FOOTHILL PKWY; CHEVRON GAS,COR
,,19C081293,01:27:01 09/01/19,l,Loud Party,3,995 POMONA RD # 29,COR
,,19C081294,01:29:20 09/01/19,l,Dist/Verbal,2,1023 PLACID DR,COR
,,19C081295,01:30:18 09/01/19,f,ZZFwy Acc w/inj,1,91 WB LINCOLN MAPLE,COR
,,19C081300,01:41:08 09/01/19,l,Property Check,4,472 PENROSE DR; PENROSE APTS,COR
,,19C081302,01:43:56 09/01/19,l,Loud Noise,3,520 RICHEY ST # 201,COR
,,19C081303,01:46:29 09/01/19,l,Alarm Call,2,1845 SAMPSON AVE; BYSON MANUFACTURING INC,COR
,,19C081304,01:54:55 09/01/19,l,Property Check,4,185 MAGNOLIA AVE; LEE POLLARD HIGH SCHOOL,COR
,,19C081306,02:01:35 09/01/19,l,Domestic Distur,2,3552 LEHIGH CIR,COR
,,19C081309,02:04:59 09/01/19,l,Property Check,4,2849 S MAIN,COR
,,19C081310,02:18:14 09/01/19,l,911 Hangup,2,857 BUCKEYE CIR,COR
,,19C081312,02:24:03 09/01/19,l,Alarm Call,2,2661 PRESIDIO CIR,COR
,,19C081313,02:44:14 09/01/19,l,Loud Party,3,2152 BROWNING CIR,COR
,,19C081314,03:04:06 09/01/19,l,Disturb Peace,3,934 NOTTINGHAM DR; FAMILY,COR
,,19C081315,03:04:15 09/01/19,l,Property Check,4,130 W FOOTHILL PKWY; CHEVRON GAS,COR
,,19C081316,03:05:26 09/01/19,l,Suspicious Circ,3,1620 BERRYWOOD CT ; #A,COR
,,19C081317,03:18:50 09/01/19,l,Alarm Call,2,5215 GREEN RIVER RD,COR
,,19C081318,03:25:05 09/01/19,l,Property Check,4,2585 S MAIN ST; SOUTH HILLS CHURCH,COR
,,19C081319,03:29:25 09/01/19,l,Property Check,4,469 MAGNOLIA AVE # 102; CORONA VILLAGE DENTAL,COR
,,19C081320,03:33:00 09/01/19,l,Property Check,4,387 MAGNOLIA AVE; FANTASTIC SAMS AT CORONA VILLAGE,COR
,,19C081321,03:41:45 09/01/19,l,Loud Party,3,2152 BROWNING CIR ; 2ND RESP,COR
,,19C081322,03:44:55 09/01/19,f,ZZTrauma,1,E SIXTH ST & S VICTORIA AVE ; STAGE,COR
,,19C081323,03:45:29 09/01/19,l,Dist/Physical,1,424 S VICTORIA AVE,COR
,,19C081324,03:55:40 09/01/19,l,Susp Vehicle,3,1375 E ONTARIO AVE; SAMS CLUB 4709 AT SOUTH POINTE PLAZA,COR
,,19C081325,03:57:26 09/01/19,l,Property Check,4,1598 GARRETSON AVE,COR
,,19C081326,04:16:13 09/01/19,l,Property Check,4,160 E ONTARIO AVE # 101; WINGSTOP AT BENORRIS CENTER,COR
,,19C081327,04:21:46 09/01/19,l,Traffic Stop,4,N MAIN ST & W RINCON ST,COR
,,19C081329,04:41:14 09/01/19,f,ZZSeizure,1,432 YOSEMITE CIR,COR
,,19C081330,05:02:28 09/01/19,l,Property Check,4,1140 E ONTARIO AVE; CHEVRON STATION,COR
,,19C081331,05:09:00 09/01/19,l,Alarm Call,2,353 MEYER CIR; CORE MARK DISTRIBUTORS,COR
,,19C081335,06:37:04 09/01/19,f,ZZFwy Acc w/inj,1,91 WB 71 GREEN RIVER,RVC
,,19C081338,07:14:04 09/01/19,l,911 Hangup,2,770 MCGRATH DR,
,,19C081339,07:20:41 09/01/19,l,Traffic Stop,4,FOOTHILL AND WEST CHASE,
,,19C081341,07:24:00 09/01/19,l,Keep The Peace,3,299 WELLESLEY CT # 103,COR
,,19C081342,07:25:29 09/01/19,l,Susp Person,3,1031 E GRAND BLVD,COR
,,19C081346,07:35:12 09/01/19,f,ZZAA MedicalAid,1,7510 RUDELL RD,ELC
,,19C081347,07:36:28 09/01/19,f,ZZAA Fire,1,RAWLEY ST & BURRERO WAY,COR
,,19C081348,07:38:14 09/01/19,l,Traffic Stop,4,W FOOTHILL PKWY & ELYSIA ST,COR
,,19C081350,07:43:55 09/01/19,l,Veh Burg Past,4,3011 MOUNTAINSIDE DR; LL CONT,COR
,,19C081351,07:44:38 09/01/19,l,Area Check,3,404 W FOURTH ST,COR
,,19C081353,07:48:19 09/01/19,l,Open Door,2,1120 CALIFORNIA AVE,COR
,,19C081354,07:54:45 09/01/19,l,911 Hangup,2,3600 SANTA CLARA CIR,COR
,,19C081357,08:04:17 09/01/19,l,Area Check,3,1735 W SIXTH ST; ARCO AM PM,COR
,,19C081358,08:06:13 09/01/19,l,Shots Heard,3,2115 WOODLAWN DR,COR
,,19C081360,08:14:23 09/01/19,l,Suspicious Circ,3,928 E ONTARIO AVE,COR
,,19C081361,08:19:51 09/01/19,l,Domestic Distur,2,1155 E ONTARIO AVE; RIMPAU PARK,COR
,,19C081363,08:26:59 09/01/19,lf,ZZHydrant Flow,1,AVENIDA DEL VISTA & VIA DEL RIO,COR
,,19C081365,08:31:30 09/01/19,l,Z-Animal Svcs,4,S MAIN ST & MAGNOLIA AVE,COR
,,19C081366,08:33:01 09/01/19,l,Alarm Call,2,400 S RAMONA AVE # 102; NOTARTY GO,COR
,,19C081367,08:33:56 09/01/19,l,Property Check,4,650 S MAIN ST; CITY LIBRARY,COR
,,19C081371,08:44:46 09/01/19,l,Disturb Peace,3,1442 DYER WAY,COR
,,19C081373,08:54:57 09/01/19,l,Alarm Call,2,313 N GARFIELD AVE;MAX IT BID,COR
,,19C081375,08:58:46 09/01/19,l,Disturb Peace,3,1735 W SIXTH ST; ARCO AM PM,COR
,,19C081376,09:08:34 09/01/19,lf,Man Down,1,W FOOTHILL PKWY & S LINCOLN AVE,COR
,,19C081377,09:08:44 09/01/19,l,Property Check,4,2650 OAK AVE; FRANKLIN ELEMENTARY SCHOOL,COR
,,19C081378,09:11:00 09/01/19,l,Assist Othr Dpt,3,1157 TOPAZ ST,COR
,,19C081379,09:15:55 09/01/19,l,911 Hangup,2,130 W CHASE DR; HEBREWS,COR
,,19C081381,09:23:05 09/01/19,l,Disturb Peace,3,623 N MAIN ST;D11,COR
,,19C081382,09:24:33 09/01/19,l,Under Influence,2,1825 W SIXTH ST; SHELL GAS,COR
,,19C081383,09:24:49 09/01/19,l,911 Hangup,2,750 YORKSHIRE WAY,COR
,,19C081385,09:26:25 09/01/19,l,911 Hangup,2,598 SANTANA WAY; SKATE PARK SANTANA PARK,COR
,,19C081386,09:26:40 09/01/19,l,Indecent Expose,2,S MAIN ST & W CITRON ST,COR
,,19C081387,09:29:59 09/01/19,lf,Arcing Line,1,639 W MONTEREY RD,COR
,,19C081388,09:31:28 09/01/19,l,Patrol Info,4,2243 EAGLE GLEN PKWY; STATER BROS,COR
,,19C081389,09:32:28 09/01/19,l,Z-Animal Svcs,4,950 PARK LN,COR
,,19C081391,09:34:50 09/01/19,l,Follow Up,4,1025 LA TERRAZA CIR # 308;LW 19-13139,COR
,,19C081392,09:37:45 09/01/19,f,ZZSick,1,1400 CIRCLE CITY DR; #232,COR
,,19C081394,09:55:20 09/01/19,l,Property Check,4,480 N MAIN ST; STARBUCKS,COR
,,19C081395,09:56:14 09/01/19,l,Assist Othr Dpt,3,758 YORKSHIRE WAY,COR
,,19C081396,10:04:50 09/01/19,l,Property Check,4,930 E SIXTH ST; CITY PARK,COR
,,19C081397,10:07:24 09/01/19,l,Patrol Info,4,RIMPAU AVE & MAGNOLIA AVE,COR
,,19C081399,10:17:51 09/01/19,l,Patrol Info,4,W TENTH ST & S SHERMAN AVE,COR
,,19C081400,10:27:34 09/01/19,lf,Accident Unknwn,1,E SIXTH ST & S HOWARD ST,COR
,,19C081403,10:35:17 09/01/19,l,DV-Assault Past,3,371 CABRILLO CIR; LL CONT,COR
,,19C081404,10:35:20 09/01/19,l,Alarm Call,2,720 S TEMESCAL ST; KMM TELE COMMUNICATION,COR
,,19C081405,10:38:46 09/01/19,l,Disturb Peace,3,1261 RYAN LN # A; LINCOLN PARK APARTMENTS,COR
,,19C081406,10:38:59 09/01/19,l,Property Check,4,1140 E ONTARIO AVE; CHEVRON GAS,COR
,,19C081407,10:42:18 09/01/19,l,Disturb Peace,3,418 N MAIN ST;#475;FRNT PKG LOT CPD,COR
,,19C081410,10:50:13 09/01/19,l,Susp Person,3,1299 E ONTARIO AVE; CVS,COR
,,19C081414,10:53:21 09/01/19,l,Vandalism Past,4,S BUENA VISTA AVE & W SIXTH ST,COR
,,19C081415,10:55:49 09/01/19,l,Disturb Peace,3,487 MAGNOLIA AVE,COR
,,19C081416,11:07:39 09/01/19,l,Vandalism Past,4,788 SPRINGWOOD ST,COR
,,19C081417,11:11:05 09/01/19,l,Vandalism Past,4,2178 STONERIDGE RD; ASHTON APTS,COR
,,19C081418,11:19:33 09/01/19,l,911 Hangup,2,1540 PLAZA DE NOCHE # 5; THE COOPER,COR
,,19C081419,11:22:48 09/01/19,l,Lewd Conduct,2,333 MAGNOLIA AVE,COR
,,19C081421,11:31:25 09/01/19,l,Domestic Distur,2,1520 VIA SANTIAGO # 5,COR
,,19C081422,11:34:11 09/01/19,l,911 Hangup,2,910 SAMAR CT # 4,COR
,,19C081423,11:34:19 09/01/19,l,Traffic Stop,4,W SIXTH ST & S LINCOLN AVE,COR
,,19C081424,11:36:14 09/01/19,l,H&S Violation,3,400 S VICENTIA AVE; CITY HALL,COR
,,19C081426,11:38:57 09/01/19,f,ZZSick,1,1665 COOLIDGE ST,COR
,,19C081427,11:46:35 09/01/19,l,911 Hangup,2,881 CORSICA DR,COR
,,19C081428,11:48:55 09/01/19,l,911 Hangup,2,505 S BUENA VISTA AVE,COR
,,19C081433,11:52:34 09/01/19,l,Property Check,4,400 S VICENTIA AVE; CITY HALL,COR
,,19C081434,12:03:33 09/01/19,l,Traffic Stop,4,TEMESCAL CANYON RD & MINNESOTA RD,ELC
,,19C081435,12:18:06 09/01/19,l,Property Check,4,2682 TUSCANY ST,COR
,,19C081436,12:18:07 09/01/19,f,ZZBreathing,1,2300 S MAIN ST # 262; VALENCIA TERRACE,COR
,,19C081437,12:18:51 09/01/19,l,Alarm Call,2,2054 AVENIDA DEL VISTA,COR
,,19C081438,12:23:57 09/01/19,l,Vandalism Past,4,BORDER AVE & S SMITH AVE,COR
,,19C081439,12:28:51 09/01/19,l,Alarm Call,2,2175 SAMPSON AVE # 118; INLAND EMPIRE WEEKLY,COR
,,19C081440,12:28:56 09/01/19,l,911 Hangup,2,3515 DOE SPRING RD,COR
,,19C081441,12:29:31 09/01/19,l,Vandalism Past,4,1255 W TENTH ST,COR
,,19C081442,12:43:37 09/01/19,l,911 Hangup,2,3922 BENNETT AVE,COR
,,19C081443,12:45:26 09/01/19,l,Assist Othr Dpt,3,CITRUS WAY & S MAIN ST,COR
,,19C081444,12:46:29 09/01/19,l,Auto Theft Past,3,1011 RIMPAU AVE # 202;FRNT PKG LOT PD,COR
,,19C081446,12:53:36 09/01/19,l,Welfare Check,2,360 W FOOTHILL PKWY # 102; PICK UP STIX,COR
,,19C081447,13:05:56 09/01/19,l,Accident,2,HIDDEN VALLEY PKWY & N PARKRIDGE AVE,NOR
,,19C081448,13:06:10 09/01/19,l,Keep The Peace,3,3129 BRUNSTANE LN,COR
,,19C081449,13:16:21 09/01/19,l,Dist/Verbal,2,469 MAGNOLIA AVE # 110; STARBUCKS,COR
,,19C081450,13:22:15 09/01/19,l,Petty Theft P,4,1322 W SIXTH ST; CVS PHARMACY 6TH AND SHERMAN,COR
,,19C081451,13:24:06 09/01/19,l,Welfare Check,2,1701 W SIXTH ST;#106,COR
,,19C081454,13:34:17 09/01/19,l,Property Check,4,CITRUS COMMUNITY PARK,COR
,,19C081455,13:35:26 09/01/19,l,Shots Heard,3,1660 FAIRWAY DR,COR
,,19C081456,13:41:47 09/01/19,l,911 Hangup,2,1150 W TENTH ST,COR
,,19C081457,13:42:17 09/01/19,l,Disturb Peace,3,731 VIA DE LUNA # 6,COR
,,19C081458,13:46:52 09/01/19,l,911 Hangup,2,1717 VIA DEL RIO; IGLESIA CHURCH,COR
,,19C081459,13:49:05 09/01/19,l,911 Hangup,2,1717 VIA DEL RIO; IGLESIA CHURCH,COR
,,19C081461,13:59:46 09/01/19,l,Traffic Stop,4,1330 W SIXTH ST; MICHELLES,COR
,,19C081463,14:02:19 09/01/19,l,911 Hangup,2,830 MAGNOLIA AVE; RIVERSIDE MEDICAL CLINIC,COR
,,19C081465,14:12:39 09/01/19,l,911 Hangup,2,1149 BLOSSOM HILL DR,COR
,,19C081466,14:16:21 09/01/19,l,Alarm Call,2,4064 INVERNESS DR,COR
,,19C081467,14:20:43 09/01/19,l,911 Hangup,2,1022 JADESTONE LN,COR
,,19C081468,14:22:21 09/01/19,l,911 Hangup,2,1181 CALIFORNIA AVE,COR
,,19C081469,14:27:01 09/01/19,lf,Man Down,1,LULLABY LN & PLACID DR,COR
,,19C081470,14:29:39 09/01/19,l,Welfare Check,2,915 QUARRY ST,COR
,,19C081471,14:32:58 09/01/19,l,911 Hangup,2,1717 VIA DEL RIO,COR
,,19C081472,14:36:02 09/01/19,l,Ill Parked Veh,4,1617 FAIRVIEW DR,COR
,,19C081473,14:37:14 09/01/19,l,911 Hangup,2,1717 VIA DEL RIO; IGLESIA CHURCH,COR
,,19C081474,14:42:58 09/01/19,l,911 Hangup,2,805 S RAMONA AVE,COR
,,19C081475,14:43:38 09/01/19,l,Accident,2,W SIXTH ST & S LINCOLN AVE,COR
,,19C081476,14:56:45 09/01/19,l,Susp Vehicle,3,EL SOBRANTE RD & E SIXTH ST; POSS 10-32V,COR
,,19C081477,14:59:04 09/01/19,l,Welfare Check,2,1547 PLAZA DE NOCHE # 5,COR
,,19C081478,15:04:53 09/01/19,l,911 Hangup,2,1540 W SIXTH ST; GIANT DOLLAR AT CROWN WESTEND PLAZA,COR
,,19C081479,15:06:35 09/01/19,l,Property Check,4,2531 INDEPENDENCE WAY,COR
,,19C081480,15:13:26 09/01/19,l,911 Hangup,2,881 CORSICA DR,COR
,,19C081481,15:15:49 09/01/19,l,911 Hangup,2,1011 S MERRILL ST #101,COR
,,19C081482,15:17:28 09/01/19,l,Property Check,4,1160 E ONTARIO AVE; CHIPOTLE MEXICAN GRIL 1943 AT CITRUS VIL,COR
,,19C081485,15:25:39 09/01/19,l,DV-Assault,1,775 W THIRD ST; #4,COR
,,19C081486,15:26:12 09/01/19,l,Property Check,4,1150 W TENTH ST; CORONA HIGH SCHOOL,COR
,,19C081487,15:26:58 09/01/19,l,Child Abuse,2,1520 VIA SANTIAGO # 5,COR
,,19C081488,15:27:48 09/01/19,l,911 Hangup,2,881 CORSICA DR,COR
,,19C081489,15:28:08 09/01/19,l,Traffic Stop,4,19570 TEMESCAL CANYON RD,ELC
,,19C081491,15:37:44 09/01/19,lf,Accident Unknwn,1,1398 RIVER RD,COR
,,19C081492,15:46:01 09/01/19,l,Disturb Peace,3,2197 SAMPSON AVE; QUICKIES CAR WASH,COR
,,19C081493,15:50:37 09/01/19,l,911 Hangup,2,2615 TUSCANY ST; TARGET STORES T1548 AT THE CROSSINGS,COR
,,19C081494,15:55:06 09/01/19,l,Alarm Call,2,2780 CABOT DR # 115; CLARKS;PRINCETON CO,COR
,,19C081496,15:59:31 09/01/19,f,ZZBreathing,1,1435 WHISPERING WIND LN,COR
,,19C081498,16:13:39 09/01/19,l,Accident,2,2210 GRFFIN WY # 105; BASKIN ROBINS,COR
,,19C081499,16:15:31 09/01/19,l,Stranded Veh,3,S MAIN ST & W CHASE DR,COR
YES,'Nature' garbled text (embedded symbol),19C081500,16:16:26 09/01/19,f,ZZFaint/Uncons,1,2171 CARTWHEEL CIR,COR
,,19C081502,16:26:13 09/01/19,l,Citizen Contact,3,730 PUBLIC SAFETY WAY;FRONT PLOT ;CORONA POLICE,COR
,,19C081503,16:40:57 09/01/19,l,Battery,2,521 N MCKINLEY ST; APPLEBEES,COR
,,19C081504,16:42:00 09/01/19,l,Welfare Check,2,428 N MAIN ST; #390,COR
,,19C081505,16:43:29 09/01/19,l,Alarm Call,2,957 SAVI DR # 105,COR
,,19C081506,16:44:45 09/01/19,l,911 Hangup,2,892 BIG SPRING CT,COR
,,19C081507,16:45:05 09/01/19,l,Property Check,4,2864 CITROCADO RANCH ST,COR
,,19C081509,16:48:04 09/01/19,l,Shoplifting,3,1290 E ONTARIO AVE; SUSP I/C; WALMART,COR
,,19C081512,16:55:22 09/01/19,l,Susp Person,3,1290 E ONTARIO AVE; WALMART,COR
,,19C081514,17:01:46 09/01/19,l,Patrol Info,4,325 E OLD MILL RD,COR
,,19C081515,17:07:30 09/01/19,f,ZZSick,1,4160 WEBSTER RANCH RD,COR
,,19C081516,17:14:58 09/01/19,l,Alarm Call,2,1010 RAILROAD ST,COR
,,19C081518,17:21:50 09/01/19,f,ZZChest Pains,1,660 STONEYBROOK DR # 216,COR
,,19C081519,17:25:39 09/01/19,l,Alarm Call,2,1400 FULLERTON AVE;EXCELISOR SCHOOL,COR
,,19C081521,17:34:26 09/01/19,l,911 Hangup,2,1395 E FOOTHILL PKWY; SANTIAGO HIGH SCHOOL,COR
,,19C081522,17:34:31 09/01/19,lf,DV-Assault,1,1640 VIA PACIFICA # F205,COR
,,19C081523,17:52:49 09/01/19,l,911 Hangup,2,1717 VIA DEL RIO; IGLESIA CHURCH,COR
,,19C081524,17:56:24 09/01/19,l,911 Hangup,2,895 LIVE OAK PL,COR
,,19C081525,17:58:53 09/01/19,l,911 Hangup,2,895 LIVE OAK PL,COR
,,19C081526,18:10:54 09/01/19,l,Property Check,4,2344 S MAIN ST,COR
,,19C081531,18:16:04 09/01/19,l,Found Property,4,409 MERCED CT,COR
,,19C081533,18:19:41 09/01/19,l,911 Hangup,2,531 CLINTON CIR,COR
,,19C081534,18:27:30 09/01/19,f,ZZFall,1,1031 BLUE CREST ST,COR
,,19C081536,18:35:09 09/01/19,l,Area Check,3,216 W TENTH ST,COR
,,19C081537,18:44:33 09/01/19,l,Loud Noise,3,154 N BUENA VISTA AVE; MUSIC,COR
,,19C081538,18:48:49 09/01/19,l,Trespass,3,650 EBBCREEK ST; POOL,COR
,,19C081539,18:51:19 09/01/19,lf,Man Down,1,199 RIVER RD,COR
,,19C081542,18:58:36 09/01/19,l,Area Check,3,1200 S MERRILL ST; HUSTED PARK,COR
,,19C081544,19:02:20 09/01/19,l,Welfare Check,2,3129 BRUNSTANE LN,COR
,,19C081545,19:03:52 09/01/19,l,Property Check,4,1810 FULLERTON AVE # 203; AESTHETICARE MEDICAL COR CORPORATION,
,,19C081547,19:11:41 09/01/19,l,Property Check,4,1820 FULLERTON AVE # 350; CORONA WOUND CENTER,COR
,,19C081548,19:16:03 09/01/19,lf,Man Down,1,450 S MAIN ST; SUPER TACO; #D,COR
,,19C081550,19:26:31 09/01/19,l,Property Check,4,116 E FRANCIS ST,COR
,,19C081551,19:31:58 09/01/19,l,Dist/Verbal,2,2252 CHATEAUX WAY,COR
,,19C081552,19:39:17 09/01/19,f,Accident Unknwn,1,9099 CAJALCO RD,RVC
,,19C081553,19:39:38 09/01/19,l,911 Hangup,2,1084 POMONA RD; BEST WESTERN,COR
,,19C081554,19:42:35 09/01/19,lf,Man Down,1,1800 S LINCOLN AVE; LINCOLN PARK,COR
,,19C081555,19:43:56 09/01/19,l,Traffic Stop,4,1039 W SIXTH ST; MIGUELS JR 2,COR
,,19C081556,19:44:08 09/01/19,l,Z-Animal Svcs,4,2731 VIA CIELO DR,COR
,,19C081557,19:44:15 09/01/19,l,Ill Parked Veh,4,2765 LAKESHORE DR; CITRUS CITY GRILLE,COR
,,19C081558,19:45:29 09/01/19,l,Patrol Info,4,127 E FRANCIS ST,COR
,,19C081559,19:46:32 09/01/19,l,Traffic Stop,4,2199 SAMPSON AVE; CARLS JR,COR
,,19C081560,19:46:40 09/01/19,l,Dom Disturb P,3,2252 CHATEAUX WAY ; LL CONT,COR
,,19C081561,19:48:10 09/01/19,f,ZZFall,1,2300 S MAIN ST # 168; VALENCIA TERRACE,COR
,,19C081564,19:58:20 09/01/19,l,Property Check,4,1602 GARRETSON AVE,COR
,,19C081565,19:58:37 09/01/19,l,Property Check,4,1602 GARRETSON AVE,COR
,,19C081566,19:59:28 09/01/19,l,Property Check,4,2100 WHITMAN WAY,COR
,,19C081567,20:00:02 09/01/19,l,Stranded Veh,3,MAGNOLIA AVE & 15 SB ON RAMP,COR
,,19C081568,20:01:52 09/01/19,l,Fraud,2,2305 COMPTON AVE; IN N OUT BURGER,COR
,,19C081569,20:08:42 09/01/19,l,Property Check,4,900 W OLIVE ST,COR
,,19C081570,20:18:20 09/01/19,l,Citizen Contact,3,920 AVENIDA DEL VISTA #4; LL CONT,COR
,,19C081571,20:28:42 09/01/19,l,Traffic Stop,4,E SIXTH ST & S VICTORIA AVE,COR
,,19C081572,20:29:27 09/01/19,l,Citizen Contact,3,2148 HARVARD CIR ; LL CONT,COR
,,19C081574,20:35:55 09/01/19,l,Alarm Call,2,750 S LINCOLN AVE # 101; VERIZON STORE,COR
,,19C081575,20:35:58 09/01/19,l,Traffic Stop,4,BRITTANY DR & PROMENADE AVE,COR
,,19C081576,20:38:59 09/01/19,l,Property Check,4,470 HIDDEN VALLEY PKWY; KOHLS,COR
,,19C081577,20:43:27 09/01/19,l,Alarm Call,2,469 E HARRISON ST # D; PAINTING UNLIMITED INC,COR
,,19C081578,20:44:18 09/01/19,l,Disturb Peace,2,912 BURR ST;FAMILY,COR
,,19C081579,20:45:19 09/01/19,l,911 Hangup,2,4718 GREEN RIVER RD; STARBUCKS,COR
,,19C081582,20:51:56 09/01/19,l,Disturb Peace,3,1556 BORDER AVE # H,COR
,,19C081583,20:52:57 09/01/19,l,Traffic Stop,4,PROMENADE AVE & COLLETT AVE,COR
,,19C081585,20:59:29 09/01/19,lf,Man Down,1,1150 W SIXTH ST,COR
,,19C081586,21:09:30 09/01/19,l,Traffic Stop,4,MAGNOLIA AVE & LINCOLN ST,COR
,,19C081589,21:15:28 09/01/19,l,Traffic Stop,4,W TENTH ST & S SHERMAN AVE,COR
,,19C081590,21:19:11 09/01/19,l,Dist/Verbal,2,985 SAMAR CT,COR
,,19C081591,21:29:07 09/01/19,l,911 Hangup,2,209 E BLAINE ST,COR
,,19C081595,21:44:05 09/01/19,l,Welfare Check,2,730 PUBLIC SAFETY WAY; CORONA POLICE UNK LOC,COR
,,19C081596,21:47:15 09/01/19,l,Resid Burg Past,4,3930 STATE ST;POSS GUNS MISSING,COR
,,19C081598,21:47:26 09/01/19,l,911 Hangup,2,1592 FAIRWAY DR,COR
,,19C081599,21:53:31 09/01/19,l,Domestic Distur,2,665 MORNINGSIDE DR # 197; ASHTON APTS,COR
,,19C081600,21:58:45 09/01/19,l,Keep The Peace,3,2350 DEL MAR WAY # 306 ;SAGE CYN APTS,COR
YES,'Location' garbled/scrambled text,19C081601,22:03:46 09/01/19,l,Loud Noise,3,1131 VIEWCREST CT ;POSS JUVS DRNKING,COR
,,19C081602,22:08:30 09/01/19,l,Ped Check,4,175 N MCKINLEY ST; SHELL GAS,COR
,,19C081603,22:13:08 09/01/19,l,911 Hangup,2,8765 DOS LAGOS DR,TEM
,,19C081605,22:16:31 09/01/19,l,Patrol Info,4,S VICTORIA AVE & E THIRD ST,COR
,,19C081606,22:17:13 09/01/19,l,Property Check,4,109 N MCKINLEY ST; FOOD FOR LESS,COR
,,19C081607,22:22:19 09/01/19,l,Alarm Call,2,1395 E FOOTHILL PKWY; SANTIAGO HIGH SCHOOL,COR
,,19C081608,22:30:04 09/01/19,l,Property Check,4,1346 RAILROAD ST; ZUMIEZ INC,COR
,,19C081609,22:31:48 09/01/19,l,Susp Vehicle,3,1355 E ONTARIO AVE ;HOME DEPOT,COR
,,19C081610,22:43:00 09/01/19,f,ZZFwy Veh Fire,1,91 EB OC LINE GREEN RIVER,COR
,,19C081611,22:43:09 09/01/19,l,911 Hangup,2,1230 S MAIN ST,COR
,,19C081612,22:43:31 09/01/19,l,Disturb Peace,3,1153 E GRAND BLVD # 1,COR
,,19C081613,22:45:35 09/01/19,l,Assault Wpn P,2,800 S MAIN ST; CORONA REGIONAL MEDICAL CENTER,COR
,,19C081614,22:47:55 09/01/19,l,Suspicious Circ,3,2513 DAKIN DR,COR
,,19C081615,22:52:26 09/01/19,f,ZZSick,1,1620 KNOX CIR,COR
,,19C081616,22:53:37 09/01/19,f,ZZSick,1,2489 CALIFORNIA AVE # 208; ESTANCIA DEL SOL,COR
,,19C081617,22:59:35 09/01/19,l,Loud Noise,3,210 W RANCHO RD,COR
,,19C081619,23:02:48 09/01/19,l,Property Check,4,131 W ONTARIO AVE; MAIN STREET DENTAL GROUP AT COR MAIN ST VILLA,
